species_code,n,died,year,plot
19489-BET-PAP,5,0,2011,505793
19489-BET-PAP,9,2,2008,398267
19489-BET-PAP,1,1,2012,397444
19489-BET-PAP,1,1,2009,406678
19489-BET-PAP,4,2,2007,430500
19489-BET-PAP,4,4,2012,646126
19489-BET-PAP,8,0,2011,410731
19489-BET-PAP,1,1,2007,406259
19489-BET-PAP,6,1,2008,558120
19489-BET-PAP,1,1,2010,406313
19489-BET-PAP,1,0,2009,362836
19489-BET-PAP,7,3,2011,429209
19489-BET-PAP,3,0,2011,398192
19489-BET-PAP,1,1,2008,560108
19489-BET-PAP,8,2,2011,646466
19489-BET-PAP,3,1,2012,398126
19489-BET-PAP,11,4,2009,647634
19489-BET-PAP,9,2,2009,489059
19489-BET-PAP,4,2,2011,488804
19489-BET-PAP,17,3,2005,558135
19489-BET-PAP,1,1,2011,398062
19489-BET-PAP,4,3,2010,398211
19489-BET-PAP,6,0,2012,647623
19489-BET-PAP,1,1,2012,430432
19489-BET-PAP,3,1,2012,398069
19489-BET-PAP,1,1,2011,399940
19489-BET-PAP,2,1,2007,406820
19489-BET-PAP,2,1,2007,407788
19489-BET-PAP,14,4,2007,557453
19489-BET-PAP,4,3,2007,646577
19489-BET-PAP,2,2,2011,489066
19489-BET-PAP,3,1,2009,412500
19489-BET-PAP,2,2,2010,488685
19489-BET-PAP,12,2,2008,558502
19489-BET-PAP,4,3,2011,505795
19489-BET-PAP,2,2,2012,406301
19489-BET-PAP,4,2,2009,400354
19489-BET-PAP,4,2,2009,400429
19489-BET-PAP,1,1,2008,414697
19489-BET-PAP,13,1,2012,647660
19489-BET-PAP,5,0,2007,406912
19489-BET-PAP,4,2,2011,558427
19489-BET-PAP,2,1,2007,406844
19489-BET-PAP,14,2,2010,558135
19489-BET-PAP,5,0,2007,398131
19489-BET-PAP,2,1,2012,400480
19489-BET-PAP,2,1,2010,646748
19489-BET-PAP,2,2,2009,406838
19489-BET-PAP,9,1,2007,559970
19489-BET-PAP,1,1,2012,398139
19489-BET-PAP,1,0,2010,414720
19489-BET-PAP,3,1,2010,488790
19489-BET-PAP,2,1,2011,412504
19489-BET-PAP,2,1,2012,413959
19489-BET-PAP,3,0,2009,418881
19489-BET-PAP,4,3,2008,684721
19489-BET-PAP,12,2,2009,549198
19489-BET-PAP,7,2,2005,398191
19489-BET-PAP,6,0,2012,398131
19489-BET-PAP,10,1,2010,506034
19489-BET-PAP,1,1,2009,418894
19489-BET-PAP,4,2,2009,414654
19489-BET-PAP,4,2,2007,413359
19489-BET-PAP,3,1,2009,398130
19489-BET-PAP,1,1,2007,417256
19489-BET-PAP,4,1,2011,418942
19489-BET-PAP,2,1,2012,414717
19489-BET-PAP,5,1,2010,398191
19489-BET-PAP,2,1,2012,684800
19489-BET-PAP,1,1,2010,400435
19489-BET-PAP,3,0,2009,400069
19489-BET-PAP,4,1,2011,413381
19489-BET-PAP,3,2,2012,413374
19489-BET-PAP,1,0,2012,413356
19489-BET-PAP,3,1,2009,400446
183397-TSU-CAN,2,1,2006,395707
183397-TSU-CAN,1,1,2005,641556
183397-TSU-CAN,11,1,2005,396322
183397-TSU-CAN,1,1,2005,404408
183397-TSU-CAN,10,7,2005,396809
183397-TSU-CAN,2,2,2005,636995
183397-TSU-CAN,4,0,2009,396808
183397-TSU-CAN,8,0,2009,405277
183397-TSU-CAN,2,1,2006,637009
183397-TSU-CAN,4,1,2008,637123
183397-TSU-CAN,15,4,2006,403471
183397-TSU-CAN,3,1,2009,404965
183397-TSU-CAN,16,0,2006,396206
183397-TSU-CAN,1,1,2005,397703
183397-TSU-CAN,2,2,2007,395803
183397-TSU-CAN,13,8,2005,405357
183397-TSU-CAN,13,1,2010,405009
183397-TSU-CAN,13,1,2010,637072
183397-TSU-CAN,5,0,2010,397902
183397-TSU-CAN,4,4,2005,397982
183397-TSU-CAN,5,3,2007,405567
183397-TSU-CAN,1,1,2010,488133
183397-TSU-CAN,1,0,2008,488170
183397-TSU-CAN,23,10,2005,637777
183397-TSU-CAN,4,0,2007,398407
183397-TSU-CAN,5,4,2006,637949
183397-TSU-CAN,1,1,2007,396387
183397-TSU-CAN,4,2,2007,397801
183397-TSU-CAN,2,1,2006,405630
183397-TSU-CAN,9,4,2007,404492
183397-TSU-CAN,20,0,2007,636970
183397-TSU-CAN,4,1,2007,641417
183397-TSU-CAN,3,0,2005,639602
183397-TSU-CAN,4,0,2008,398687
183397-TSU-CAN,1,0,2008,641243
183397-TSU-CAN,7,1,2007,405107
183397-TSU-CAN,8,1,2009,405066
183397-TSU-CAN,7,4,2006,640052
183397-TSU-CAN,3,0,2010,396809
183397-TSU-CAN,6,5,2008,397828
183397-TSU-CAN,5,0,2007,405336
183397-TSU-CAN,3,0,2006,405448
183397-TSU-CAN,18,0,2011,396206
183397-TSU-CAN,11,1,2011,403471
183397-TSU-CAN,2,1,2007,685764
183397-TSU-CAN,2,1,2007,686025
183397-TSU-CAN,2,1,2007,686425
183397-TSU-CAN,2,1,2007,686621
183397-TSU-CAN,10,5,2009,639478
183397-TSU-CAN,1,1,2006,639969
183397-TSU-CAN,1,1,2006,640149
183397-TSU-CAN,2,1,2005,639951
183397-TSU-CAN,3,2,2006,405365
183397-TSU-CAN,2,2,2007,637709
183397-TSU-CAN,1,1,2006,637947
183397-TSU-CAN,5,0,2012,396341
183397-TSU-CAN,2,2,2007,405411
183397-TSU-CAN,3,2,2008,403705
183397-TSU-CAN,6,3,2006,404961
183397-TSU-CAN,8,2,2006,637519
183397-TSU-CAN,3,1,2008,404129
183397-TSU-CAN,1,0,2008,637893
183397-TSU-CAN,1,1,2008,685324
183397-TSU-CAN,1,1,2008,686142
183397-TSU-CAN,1,1,2007,397017
183397-TSU-CAN,1,1,2008,639652
183397-TSU-CAN,1,1,2006,637787
183397-TSU-CAN,2,1,2008,405645
183397-TSU-CAN,19,0,2008,639649
183397-TSU-CAN,4,1,2009,405652
183397-TSU-CAN,7,2,2005,639946
183397-TSU-CAN,2,0,2009,685154
183397-TSU-CAN,2,0,2009,685300
183397-TSU-CAN,2,0,2009,685306
183397-TSU-CAN,2,0,2009,685348
183397-TSU-CAN,2,0,2009,685509
183397-TSU-CAN,2,0,2009,685625
183397-TSU-CAN,2,0,2009,686034
183397-TSU-CAN,2,0,2009,686335
183397-TSU-CAN,2,0,2009,686362
183397-TSU-CAN,2,0,2009,686380
183397-TSU-CAN,2,0,2009,686505
183397-TSU-CAN,1,0,2009,685154
183397-TSU-CAN,1,0,2009,685300
183397-TSU-CAN,1,0,2009,685306
183397-TSU-CAN,1,0,2009,685348
183397-TSU-CAN,1,0,2009,685509
183397-TSU-CAN,1,0,2009,685625
183397-TSU-CAN,1,0,2009,686034
183397-TSU-CAN,1,0,2009,686335
183397-TSU-CAN,1,0,2009,686362
183397-TSU-CAN,1,0,2009,686380
183397-TSU-CAN,1,0,2009,686505
183397-TSU-CAN,4,1,2009,685154
183397-TSU-CAN,4,1,2009,685300
183397-TSU-CAN,4,1,2009,685306
183397-TSU-CAN,4,1,2009,685348
183397-TSU-CAN,4,1,2009,685509
183397-TSU-CAN,4,1,2009,685625
183397-TSU-CAN,4,1,2009,686034
183397-TSU-CAN,4,1,2009,686335
183397-TSU-CAN,4,1,2009,686362
183397-TSU-CAN,4,1,2009,686380
183397-TSU-CAN,4,1,2009,686505
183397-TSU-CAN,23,1,2008,612999
183397-TSU-CAN,6,0,2009,637773
183397-TSU-CAN,13,0,2005,638778
183397-TSU-CAN,5,4,2007,640059
183397-TSU-CAN,1,0,2011,405252
183397-TSU-CAN,5,0,2005,396155
183397-TSU-CAN,5,3,2009,397957
183397-TSU-CAN,25,14,2008,637775
183397-TSU-CAN,3,1,2009,637530
183397-TSU-CAN,1,1,2007,641337
183397-TSU-CAN,8,1,2010,613304
183397-TSU-CAN,4,1,2009,640081
183397-TSU-CAN,14,4,2006,402791
183397-TSU-CAN,1,0,2006,638681
183397-TSU-CAN,7,0,2007,404586
183397-TSU-CAN,4,2,2010,639602
183397-TSU-CAN,11,8,2012,405033
183397-TSU-CAN,2,0,2012,397773
183397-TSU-CAN,1,1,2007,640060
183397-TSU-CAN,5,3,2006,637799
183397-TSU-CAN,25,0,2012,636970
183397-TSU-CAN,16,0,2008,642847
183397-TSU-CAN,14,0,2011,404195
183397-TSU-CAN,12,2,2009,638518
183397-TSU-CAN,2,1,2005,639968
183397-TSU-CAN,3,0,2007,396392
183397-TSU-CAN,5,1,2009,637619
183397-TSU-CAN,12,3,2005,396229
183397-TSU-CAN,22,0,2005,396575
183397-TSU-CAN,13,7,2008,404461
183397-TSU-CAN,1,0,2005,395834
183397-TSU-CAN,1,0,2006,397234
183397-TSU-CAN,6,3,2008,405648
183397-TSU-CAN,9,2,2007,402174
183397-TSU-CAN,2,1,2006,639259
183397-TSU-CAN,18,7,2009,396867
183397-TSU-CAN,11,6,2008,640055
183397-TSU-CAN,18,0,2006,404557
183397-TSU-CAN,1,0,2010,641290
183397-TSU-CAN,2,1,2009,403818
183397-TSU-CAN,5,1,2005,395557
183397-TSU-CAN,6,0,2006,396325
183397-TSU-CAN,14,1,2007,404327
183397-TSU-CAN,14,1,2007,404389
183397-TSU-CAN,5,5,2006,396465
183397-TSU-CAN,19,6,2005,638656
183397-TSU-CAN,10,1,2007,403466
183397-TSU-CAN,20,0,2006,396812
183397-TSU-CAN,11,1,2007,404032
183397-TSU-CAN,20,0,2007,404280
183397-TSU-CAN,1,1,2012,395848
183397-TSU-CAN,3,1,2011,404961
183397-TSU-CAN,5,1,2005,396284
183397-TSU-CAN,13,2,2005,396234
183397-TSU-CAN,13,0,2012,405458
183397-TSU-CAN,5,4,2008,397815
183397-TSU-CAN,1,1,2009,685484
183397-TSU-CAN,1,1,2009,685572
183397-TSU-CAN,1,1,2009,685899
183397-TSU-CAN,1,1,2009,686313
183397-TSU-CAN,1,1,2009,686519
183397-TSU-CAN,1,0,2006,396256
183397-TSU-CAN,2,2,2010,395473
183397-TSU-CAN,24,1,2011,403819
183397-TSU-CAN,8,4,2009,395527
183397-TSU-CAN,3,0,2010,405534
183397-TSU-CAN,3,2,2007,403576
183397-TSU-CAN,5,0,2008,397851
183397-TSU-CAN,3,1,2008,403572
183397-TSU-CAN,3,0,2008,401653
183397-TSU-CAN,8,4,2006,405466
183397-TSU-CAN,12,2,2007,396960
183397-TSU-CAN,9,0,2011,637781
183397-TSU-CAN,3,0,2006,395558
183397-TSU-CAN,10,0,2009,488012
183397-TSU-CAN,25,1,2007,405319
183397-TSU-CAN,2,0,2006,685022
183397-TSU-CAN,2,0,2006,685242
183397-TSU-CAN,2,0,2006,685379
183397-TSU-CAN,2,0,2006,686618
183397-TSU-CAN,2,0,2006,686713
183397-TSU-CAN,3,0,2010,404212
183397-TSU-CAN,3,1,2010,403655
183397-TSU-CAN,8,0,2005,405143
183397-TSU-CAN,2,1,2008,403976
183397-TSU-CAN,34,2,2008,396433
183397-TSU-CAN,2,0,2006,403376
183397-TSU-CAN,7,4,2006,404151
183397-TSU-CAN,6,5,2010,396155
183397-TSU-CAN,4,0,2011,488326
183397-TSU-CAN,2,2,2007,638567
183397-TSU-CAN,14,0,2007,401532
183397-TSU-CAN,2,2,2009,638542
183397-TSU-CAN,6,0,2005,396052
183397-TSU-CAN,10,3,2005,398738
183397-TSU-CAN,9,2,2005,396238
183397-TSU-CAN,15,0,2012,403508
183397-TSU-CAN,28,1,2010,404240
183397-TSU-CAN,2,0,2012,638391
183397-TSU-CAN,11,0,2005,396067
183397-TSU-CAN,4,0,2007,398418
183397-TSU-CAN,2,1,2007,402021
183397-TSU-CAN,3,3,2008,401605
183397-TSU-CAN,6,0,2010,640406
183397-TSU-CAN,1,0,2007,401495
183397-TSU-CAN,8,0,2007,404413
183397-TSU-CAN,2,1,2011,637799
183397-TSU-CAN,6,5,2008,396029
183397-TSU-CAN,5,0,2012,403753
183397-TSU-CAN,2,2,2005,640274
183397-TSU-CAN,1,0,2006,397160
183397-TSU-CAN,7,1,2009,401511
183397-TSU-CAN,5,2,2008,397109
183397-TSU-CAN,12,4,2005,403151
183397-TSU-CAN,13,0,2011,403739
183397-TSU-CAN,22,0,2006,398583
183397-TSU-CAN,4,3,2005,398376
183397-TSU-CAN,1,0,2007,396360
183397-TSU-CAN,3,0,2007,396376
183397-TSU-CAN,1,0,2007,396400
183397-TSU-CAN,3,0,2005,638584
183397-TSU-CAN,3,0,2008,395923
183397-TSU-CAN,6,2,2006,638461
183397-TSU-CAN,9,5,2008,395922
183397-TSU-CAN,11,7,2008,397117
183397-TSU-CAN,3,0,2007,401680
183397-TSU-CAN,3,0,2010,395834
183397-TSU-CAN,16,0,2007,395828
183397-TSU-CAN,10,2,2011,640157
183397-TSU-CAN,2,2,2009,396246
183397-TSU-CAN,30,2,2007,398416
183397-TSU-CAN,23,19,2010,396575
183397-TSU-CAN,2,2,2011,398565
183397-TSU-CAN,12,0,2010,396229
183397-TSU-CAN,6,4,2008,395893
183397-TSU-CAN,21,0,2011,404557
183397-TSU-CAN,2,0,2006,396244
183397-TSU-CAN,10,3,2012,404032
183397-TSU-CAN,3,0,2007,639088
183397-TSU-CAN,8,3,2006,395153
183397-TSU-CAN,3,1,2009,401601
183397-TSU-CAN,4,4,2010,503652
183397-TSU-CAN,8,0,2011,396325
183397-TSU-CAN,29,1,2005,403071
183397-TSU-CAN,1,1,2005,395185
183397-TSU-CAN,18,14,2005,395163
183397-TSU-CAN,4,2,2005,640371
183397-TSU-CAN,2,2,2007,403122
183397-TSU-CAN,5,0,2005,396542
183397-TSU-CAN,13,0,2005,396482
183397-TSU-CAN,15,2,2005,638325
183397-TSU-CAN,13,0,2010,638656
183397-TSU-CAN,15,1,2010,501876
183397-TSU-CAN,5,1,2009,396292
183397-TSU-CAN,6,3,2009,639093
183397-TSU-CAN,4,4,2008,395892
183397-TSU-CAN,4,4,2010,395557
183397-TSU-CAN,9,0,2007,398632
183397-TSU-CAN,7,2,2006,315130
183397-TSU-CAN,18,2,2008,613192
183397-TSU-CAN,9,1,2007,396381
183397-TSU-CAN,8,0,2012,395741
183397-TSU-CAN,4,4,2008,401625
183397-TSU-CAN,1,1,2010,398593
183397-TSU-CAN,15,4,2008,638780
183397-TSU-CAN,2,0,2006,645013
183397-TSU-CAN,6,0,2011,501868
183397-TSU-CAN,1,1,2007,644843
183397-TSU-CAN,9,0,2005,396309
183397-TSU-CAN,25,1,2012,405319
183397-TSU-CAN,4,3,2005,395200
183397-TSU-CAN,5,2,2008,395982
183397-TSU-CAN,2,0,2008,402338
183397-TSU-CAN,11,5,2008,644953
183397-TSU-CAN,2,1,2007,403709
183397-TSU-CAN,7,0,2006,396520
183397-TSU-CAN,8,2,2006,396214
183397-TSU-CAN,2,0,2008,395334
183397-TSU-CAN,4,1,2010,396284
183397-TSU-CAN,3,0,2007,401662
183397-TSU-CAN,9,0,2006,397594
183397-TSU-CAN,3,2,2008,395311
183397-TSU-CAN,2,0,2009,398331
183397-TSU-CAN,1,1,2008,403446
183397-TSU-CAN,10,2,2009,396251
183397-TSU-CAN,6,3,2007,639240
183397-TSU-CAN,5,1,2005,639318
183397-TSU-CAN,1,1,2005,396604
183397-TSU-CAN,17,1,2011,488093
183397-TSU-CAN,6,6,2011,488430
183397-TSU-CAN,11,1,2011,396231
183397-TSU-CAN,23,0,2007,395264
183397-TSU-CAN,3,0,2011,403376
183397-TSU-CAN,5,1,2006,398570
183397-TSU-CAN,13,3,2005,639090
183397-TSU-CAN,4,3,2009,639746
183397-TSU-CAN,1,0,2006,397706
183397-TSU-CAN,17,1,2012,613387
183397-TSU-CAN,17,1,2012,613393
183397-TSU-CAN,11,1,2009,639086
183397-TSU-CAN,8,0,2010,398738
183397-TSU-CAN,5,1,2006,644951
183397-TSU-CAN,37,14,2005,644880
183397-TSU-CAN,1,0,2011,504039
183397-TSU-CAN,1,0,2010,396862
183397-TSU-CAN,6,0,2012,398418
183397-TSU-CAN,14,2,2005,396572
183397-TSU-CAN,2,0,2005,396818
183397-TSU-CAN,10,0,2011,404196
183397-TSU-CAN,7,0,2011,403610
183397-TSU-CAN,2,2,2005,396499
183397-TSU-CAN,2,0,2006,398000
183397-TSU-CAN,16,1,2008,395303
183397-TSU-CAN,12,2,2005,395376
183397-TSU-CAN,1,1,2008,640340
183397-TSU-CAN,3,1,2006,397204
183397-TSU-CAN,9,0,2005,398541
183397-TSU-CAN,7,0,2011,396208
183397-TSU-CAN,3,0,2012,401495
183397-TSU-CAN,1,0,2006,639323
183397-TSU-CAN,3,1,2011,502391
183397-TSU-CAN,6,4,2007,644908
183397-TSU-CAN,8,0,2010,403151
183397-TSU-CAN,8,1,2006,639142
183397-TSU-CAN,1,0,2009,397680
183397-TSU-CAN,5,1,2005,398377
183397-TSU-CAN,10,0,2011,488558
183397-TSU-CAN,4,0,2007,397755
183397-TSU-CAN,12,0,2006,396242
183397-TSU-CAN,3,0,2010,401754
183397-TSU-CAN,15,0,2008,396041
183397-TSU-CAN,5,1,2009,396239
183397-TSU-CAN,29,1,2012,398416
183397-TSU-CAN,27,2,2008,639118
183397-TSU-CAN,2,1,2007,314697
183397-TSU-CAN,8,3,2006,396314
183397-TSU-CAN,12,0,2010,396067
183397-TSU-CAN,6,0,2009,639207
183397-TSU-CAN,4,0,2012,401680
183397-TSU-CAN,8,1,2009,613449
183397-TSU-CAN,12,1,2008,613696
183397-TSU-CAN,3,0,2009,396278
183397-TSU-CAN,1,0,2008,636804
183397-TSU-CAN,27,0,2005,401386
183397-TSU-CAN,7,0,2012,501829
183397-TSU-CAN,4,0,2012,396376
183397-TSU-CAN,14,1,2006,395225
183397-TSU-CAN,15,0,2011,395158
183397-TSU-CAN,9,0,2006,398496
183397-TSU-CAN,19,2,2012,395828
183397-TSU-CAN,16,1,2007,398413
183397-TSU-CAN,1,0,2011,644848
183397-TSU-CAN,4,0,2011,638461
183397-TSU-CAN,3,0,2011,396244
183397-TSU-CAN,4,0,2006,639116
183397-TSU-CAN,13,5,2005,395457
183397-TSU-CAN,18,1,2006,396226
183397-TSU-CAN,3,3,2007,403017
183397-TSU-CAN,21,15,2007,395252
183397-TSU-CAN,4,3,2005,396522
183397-TSU-CAN,3,1,2007,644955
183397-TSU-CAN,10,3,2008,402493
183397-TSU-CAN,5,0,2012,613251
183397-TSU-CAN,4,1,2005,643661
183397-TSU-CAN,17,0,2007,397761
183397-TSU-CAN,2,0,2008,639156
183397-TSU-CAN,16,0,2009,639170
183397-TSU-CAN,13,0,2010,638325
183397-TSU-CAN,21,15,2010,488501
183397-TSU-CAN,29,0,2011,504071
183397-TSU-CAN,12,0,2006,639130
183397-TSU-CAN,13,0,2005,397908
183397-TSU-CAN,18,1,2005,396271
183397-TSU-CAN,3,1,2011,502208
183397-TSU-CAN,10,0,2008,396468
183397-TSU-CAN,8,0,2012,395275
183397-TSU-CAN,6,1,2005,395187
183397-TSU-CAN,1,0,2005,395417
183397-TSU-CAN,6,3,2010,639138
183397-TSU-CAN,6,3,2008,402385
183397-TSU-CAN,1,1,2010,398617
183397-TSU-CAN,3,0,2007,396657
183397-TSU-CAN,10,0,2007,396326
183397-TSU-CAN,12,0,2006,398371
183397-TSU-CAN,4,0,2010,395163
183397-TSU-CAN,12,4,2009,396289
183397-TSU-CAN,1,0,2008,397055
183397-TSU-CAN,10,0,2011,397594
183397-TSU-CAN,3,0,2005,395450
183397-TSU-CAN,19,0,2007,395291
183397-TSU-CAN,5,0,2012,502300
183397-TSU-CAN,23,9,2006,639106
183397-TSU-CAN,7,4,2005,397656
183397-TSU-CAN,10,2,2006,639121
183397-TSU-CAN,6,0,2010,396542
183397-TSU-CAN,14,0,2010,396482
183397-TSU-CAN,12,12,2008,397820
183397-TSU-CAN,13,7,2006,395192
183397-TSU-CAN,4,0,2007,395289
183397-TSU-CAN,22,0,2005,396315
183397-TSU-CAN,6,3,2008,636746
183397-TSU-CAN,6,1,2008,639128
183397-TSU-CAN,21,5,2009,488373
183397-TSU-CAN,6,0,2009,398414
183397-TSU-CAN,7,2,2008,636738
183397-TSU-CAN,29,16,2006,643590
183397-TSU-CAN,4,0,2009,645130
183397-TSU-CAN,14,0,2005,396591
183397-TSU-CAN,1,0,2010,398422
183397-TSU-CAN,1,0,2010,398439
183397-TSU-CAN,8,0,2008,396710
183397-TSU-CAN,3,3,2007,395239
183397-TSU-CAN,7,3,2012,502221
183397-TSU-CAN,26,26,2012,395264
183397-TSU-CAN,2,0,2008,396698
183397-TSU-CAN,10,0,2010,396309
183397-TSU-CAN,17,0,2008,636784
183397-TSU-CAN,1,1,2007,398436
183397-TSU-CAN,10,2,2008,644888
183397-TSU-CAN,15,0,2012,612885
183397-TSU-CAN,16,0,2009,396583
183397-TSU-CAN,5,1,2007,398409
183397-TSU-CAN,30,1,2010,402399
183397-TSU-CAN,16,2,2008,397836
183397-TSU-CAN,10,0,2007,398653
183397-TSU-CAN,3,1,2007,408785
183397-TSU-CAN,1,0,2007,395284
183397-TSU-CAN,8,5,2006,395324
183397-TSU-CAN,1,1,2006,644930
183397-TSU-CAN,2,1,2005,643410
183397-TSU-CAN,15,0,2008,396466
183397-TSU-CAN,1,0,2006,397576
183397-TSU-CAN,12,1,2010,639139
183397-TSU-CAN,1,1,2010,639120
183397-TSU-CAN,3,0,2006,639176
183397-TSU-CAN,23,2,2010,644880
183397-TSU-CAN,4,0,2006,395212
183397-TSU-CAN,4,0,2005,395454
183397-TSU-CAN,12,1,2007,398406
183397-TSU-CAN,5,1,2007,639087
183397-TSU-CAN,1,0,2010,488482
183397-TSU-CAN,4,0,2012,488546
183397-TSU-CAN,3,0,2010,398528
183397-TSU-CAN,14,0,2006,638984
183397-TSU-CAN,3,0,2007,397305
183397-TSU-CAN,9,0,2010,396270
183397-TSU-CAN,14,1,2006,396449
183397-TSU-CAN,2,0,2011,397204
183397-TSU-CAN,7,0,2008,398663
183397-TSU-CAN,11,0,2009,395375
183397-TSU-CAN,1,0,2012,504284
183397-TSU-CAN,19,0,2008,395323
183397-TSU-CAN,5,0,2012,397755
183397-TSU-CAN,1,0,2006,410566
183397-TSU-CAN,31,0,2009,636926
183397-TSU-CAN,2,0,2007,395290
183397-TSU-CAN,3,2,2009,395202
183397-TSU-CAN,3,0,2009,395452
183397-TSU-CAN,3,0,2010,397628
183397-TSU-CAN,2,0,2007,397726
183397-TSU-CAN,13,0,2008,612853
183397-TSU-CAN,6,0,2009,397988
183397-TSU-CAN,31,8,2009,402687
183397-TSU-CAN,3,0,2010,396818
183397-TSU-CAN,11,0,2011,398496
183397-TSU-CAN,6,5,2005,397936
183397-TSU-CAN,21,0,2009,395442
183397-TSU-CAN,24,1,2005,396525
183397-TSU-CAN,1,1,2010,398383
183397-TSU-CAN,3,0,2012,644908
183397-TSU-CAN,15,1,2005,397556
183397-TSU-CAN,12,0,2010,396572
183397-TSU-CAN,1,1,2009,396308
183397-TSU-CAN,6,0,2009,396549
183397-TSU-CAN,3,0,2008,408711
183397-TSU-CAN,2,0,2006,639143
183397-TSU-CAN,16,0,2006,398461
183397-TSU-CAN,14,1,2007,396667
183397-TSU-CAN,19,16,2009,395188
183397-TSU-CAN,12,0,2010,395376
183397-TSU-CAN,29,0,2007,395292
183397-TSU-CAN,2,0,2009,398339
183397-TSU-CAN,2,1,2009,314693
183397-TSU-CAN,13,0,2006,395437
183397-TSU-CAN,3,0,2011,398346
183397-TSU-CAN,8,0,2007,396399
183397-TSU-CAN,5,0,2007,396327
183397-TSU-CAN,4,1,2009,644861
183397-TSU-CAN,33,0,2008,396463
183397-TSU-CAN,4,0,2006,395372
183397-TSU-CAN,2,0,2005,396544
183397-TSU-CAN,24,0,2008,395329
183397-TSU-CAN,2,1,2009,396589
183397-TSU-CAN,2,0,2011,636822
183397-TSU-CAN,4,3,2009,636728
183397-TSU-CAN,2,1,2011,613128
183397-TSU-CAN,6,0,2008,395359
183397-TSU-CAN,14,11,2010,395346
183397-TSU-CAN,16,0,2011,395225
183397-TSU-CAN,24,0,2011,395217
183397-TSU-CAN,2,0,2008,398450
183397-TSU-CAN,1,0,2006,397486
183397-TSU-CAN,6,0,2007,397803
183397-TSU-CAN,18,0,2011,396226
183397-TSU-CAN,1,0,2008,395315
183397-TSU-CAN,10,6,2009,395453
183397-TSU-CAN,4,4,2009,396485
183397-TSU-CAN,3,3,2011,395341
183397-TSU-CAN,5,1,2009,314692
183397-TSU-CAN,18,9,2012,397761
183397-TSU-CAN,6,2,2012,613593
183397-TSU-CAN,2,0,2010,396522
183397-TSU-CAN,6,0,2011,639116
183397-TSU-CAN,1,0,2011,636871
183397-TSU-CAN,4,3,2006,639204
183397-TSU-CAN,9,0,2011,504294
183397-TSU-CAN,13,1,2009,395227
183397-TSU-CAN,21,1,2007,396389
183397-TSU-CAN,10,1,2008,395349
183397-TSU-CAN,3,0,2008,395304
183397-TSU-CAN,12,5,2005,395434
183397-TSU-CAN,19,1,2011,402688
183397-TSU-CAN,4,4,2008,397528
183397-TSU-CAN,4,0,2006,397689
183397-TSU-CAN,17,3,2010,397908
183397-TSU-CAN,13,1,2011,643590
183397-TSU-CAN,11,0,2011,501845
183397-TSU-CAN,20,3,2005,398321
183397-TSU-CAN,9,1,2010,395457
183397-TSU-CAN,12,5,2008,395348
183397-TSU-CAN,3,1,2009,395429
183397-TSU-CAN,5,0,2012,613582
183397-TSU-CAN,1,1,2012,613622
183397-TSU-CAN,1,1,2012,613634
183397-TSU-CAN,3,0,2009,396491
183397-TSU-CAN,9,0,2009,488067
183397-TSU-CAN,11,1,2006,397639
183397-TSU-CAN,13,0,2011,488468
183397-TSU-CAN,6,1,2007,639225
183397-TSU-CAN,10,4,2009,395242
183397-TSU-CAN,1,0,2009,396217
183397-TSU-CAN,1,0,2009,396541
183397-TSU-CAN,8,1,2009,398455
183397-TSU-CAN,7,1,2005,397635
183397-TSU-CAN,6,0,2010,397656
183397-TSU-CAN,14,0,2012,396326
183397-TSU-CAN,9,0,2011,488359
183397-TSU-CAN,2,0,2009,395456
183397-TSU-CAN,9,0,2009,612970
183397-TSU-CAN,19,10,2012,488534
183397-TSU-CAN,4,0,2010,489009
183397-TSU-CAN,4,1,2009,398580
183397-TSU-CAN,1,0,2007,397720
183397-TSU-CAN,9,9,2009,395214
183397-TSU-CAN,17,0,2009,397542
183397-TSU-CAN,1,0,2008,398675
183397-TSU-CAN,8,0,2010,639101
183397-TSU-CAN,3,0,2011,488006
183397-TSU-CAN,3,0,2010,395417
183397-TSU-CAN,2,0,2006,398519
183397-TSU-CAN,8,0,2012,488470
183397-TSU-CAN,7,2,2012,398409
183397-TSU-CAN,11,3,2006,395307
183397-TSU-CAN,1,0,2008,644928
183397-TSU-CAN,7,0,2012,395289
183397-TSU-CAN,7,0,2009,612936
183397-TSU-CAN,1,0,2010,488369
183397-TSU-CAN,2,0,2011,397950
183397-TSU-CAN,2,0,2009,395440
183397-TSU-CAN,4,0,2011,397576
183397-TSU-CAN,12,5,2012,504057
183397-TSU-CAN,12,0,2012,398406
183397-TSU-CAN,2,0,2005,396260
183397-TSU-CAN,17,0,2010,397556
183397-TSU-CAN,13,0,2005,398318
183397-TSU-CAN,19,0,2007,398420
183397-TSU-CAN,13,0,2005,397308
183397-TSU-CAN,2,0,2009,395414
183397-TSU-CAN,2,1,2009,395196
183397-TSU-CAN,4,0,2012,397305
183397-TSU-CAN,13,0,2007,398430
183397-TSU-CAN,11,0,2007,397509
183397-TSU-CAN,6,1,2006,639249
183397-TSU-CAN,8,0,2011,397498
183397-TSU-CAN,7,0,2008,645575
183397-TSU-CAN,2,0,2007,398421
183397-TSU-CAN,4,0,2011,504281
183397-TSU-CAN,9,1,2012,613185
183397-TSU-CAN,26,0,2011,506721
183397-TSU-CAN,7,0,2012,487997
