species_code,n,died,year,plot
28731-ACE-SAC,14,2,2005,315037
28731-ACE-SAC,18,7,2007,395740
28731-ACE-SAC,21,9,2009,405652
28731-ACE-SAC,29,11,2005,427761
28731-ACE-SAC,9,1,2008,639713
28731-ACE-SAC,3,2,2007,640076
28731-ACE-SAC,10,1,2008,395947
28731-ACE-SAC,15,4,2006,637783
28731-ACE-SAC,17,1,2006,638961
28731-ACE-SAC,2,0,2011,397615
28731-ACE-SAC,5,2,2009,685042
28731-ACE-SAC,5,2,2009,685593
28731-ACE-SAC,5,2,2009,685912
28731-ACE-SAC,5,2,2009,685997
28731-ACE-SAC,5,2,2009,686201
28731-ACE-SAC,5,2,2009,686435
28731-ACE-SAC,1,0,2009,685042
28731-ACE-SAC,1,0,2009,685593
28731-ACE-SAC,1,0,2009,685912
28731-ACE-SAC,1,0,2009,685997
28731-ACE-SAC,1,0,2009,686201
28731-ACE-SAC,1,0,2009,686435
28731-ACE-SAC,2,2,2005,639946
28731-ACE-SAC,8,0,2012,395738
28731-ACE-SAC,13,8,2007,639434
28731-ACE-SAC,5,3,2006,640083
28731-ACE-SAC,12,1,2008,2022
28731-ACE-SAC,12,1,2008,685365
28731-ACE-SAC,12,1,2008,685391
28731-ACE-SAC,12,1,2008,685638
28731-ACE-SAC,12,1,2008,685817
28731-ACE-SAC,12,1,2008,685979
28731-ACE-SAC,12,1,2008,686214
28731-ACE-SAC,12,1,2008,686391
28731-ACE-SAC,12,1,2008,686533
28731-ACE-SAC,4,2,2009,685486
28731-ACE-SAC,4,2,2009,685968
28731-ACE-SAC,4,2,2009,686112
28731-ACE-SAC,4,2,2009,686529
28731-ACE-SAC,4,2,2009,686628
28731-ACE-SAC,4,2,2009,686699
28731-ACE-SAC,8,3,2009,685154
28731-ACE-SAC,8,3,2009,685300
28731-ACE-SAC,8,3,2009,685306
28731-ACE-SAC,8,3,2009,685348
28731-ACE-SAC,8,3,2009,685509
28731-ACE-SAC,8,3,2009,685625
28731-ACE-SAC,8,3,2009,686034
28731-ACE-SAC,8,3,2009,686335
28731-ACE-SAC,8,3,2009,686362
28731-ACE-SAC,8,3,2009,686380
28731-ACE-SAC,8,3,2009,686505
28731-ACE-SAC,3,0,2009,685154
28731-ACE-SAC,3,0,2009,685300
28731-ACE-SAC,3,0,2009,685306
28731-ACE-SAC,3,0,2009,685348
28731-ACE-SAC,3,0,2009,685509
28731-ACE-SAC,3,0,2009,685625
28731-ACE-SAC,3,0,2009,686034
28731-ACE-SAC,3,0,2009,686335
28731-ACE-SAC,3,0,2009,686362
28731-ACE-SAC,3,0,2009,686380
28731-ACE-SAC,3,0,2009,686505
28731-ACE-SAC,20,3,2009,685018
28731-ACE-SAC,20,3,2009,685449
28731-ACE-SAC,20,3,2009,686059
28731-ACE-SAC,20,3,2009,686097
28731-ACE-SAC,25,4,2009,685018
28731-ACE-SAC,25,4,2009,685449
28731-ACE-SAC,25,4,2009,686059
28731-ACE-SAC,25,4,2009,686097
28731-ACE-SAC,13,10,2008,395998
28731-ACE-SAC,13,4,2006,640007
28731-ACE-SAC,2,1,2008,612999
28731-ACE-SAC,2,2,2010,397982
28731-ACE-SAC,1,1,2011,396255
28731-ACE-SAC,2,2,2006,398367
28731-ACE-SAC,19,5,2009,642287
28731-ACE-SAC,2,0,2006,396533
28731-ACE-SAC,28,8,2005,640031
28731-ACE-SAC,18,13,2005,640053
28731-ACE-SAC,14,0,2009,315555
28731-ACE-SAC,5,0,2010,405135
28731-ACE-SAC,16,6,2005,640328
28731-ACE-SAC,4,0,2005,638778
28731-ACE-SAC,3,2,2011,397989
28731-ACE-SAC,12,2,2007,637706
28731-ACE-SAC,28,5,2005,640033
28731-ACE-SAC,13,7,2008,637726
28731-ACE-SAC,25,2,2006,316640
28731-ACE-SAC,24,0,2009,639693
28731-ACE-SAC,21,2,2008,637868
28731-ACE-SAC,12,1,2005,638425
28731-ACE-SAC,13,3,2009,640086
28731-ACE-SAC,5,1,2008,685124
28731-ACE-SAC,5,1,2008,685204
28731-ACE-SAC,5,1,2008,685679
28731-ACE-SAC,5,1,2008,685700
28731-ACE-SAC,5,1,2008,685746
28731-ACE-SAC,5,1,2008,686347
28731-ACE-SAC,22,0,2005,638537
28731-ACE-SAC,24,5,2007,405173
28731-ACE-SAC,1,0,2005,638561
28731-ACE-SAC,12,9,2006,638358
28731-ACE-SAC,30,11,2009,637567
28731-ACE-SAC,2,1,2011,396177
28731-ACE-SAC,6,0,2009,685180
28731-ACE-SAC,6,0,2009,685214
28731-ACE-SAC,8,0,2009,685180
28731-ACE-SAC,8,0,2009,685214
28731-ACE-SAC,12,3,2007,637712
28731-ACE-SAC,4,0,2006,638387
28731-ACE-SAC,4,1,2007,685034
28731-ACE-SAC,4,1,2007,685075
28731-ACE-SAC,4,1,2007,686191
28731-ACE-SAC,4,1,2007,686266
28731-ACE-SAC,18,0,2010,641358
28731-ACE-SAC,5,1,2011,405252
28731-ACE-SAC,2,0,2005,397945
28731-ACE-SAC,27,2,2012,405959
28731-ACE-SAC,26,7,2009,404831
28731-ACE-SAC,30,1,2010,641352
28731-ACE-SAC,17,1,2005,423041
28731-ACE-SAC,26,5,2009,642057
28731-ACE-SAC,6,2,2010,396163
28731-ACE-SAC,2,0,2006,685202
28731-ACE-SAC,2,0,2006,685954
28731-ACE-SAC,2,0,2006,686044
28731-ACE-SAC,2,0,2006,686233
28731-ACE-SAC,4,1,2006,685202
28731-ACE-SAC,4,1,2006,685954
28731-ACE-SAC,4,1,2006,686044
28731-ACE-SAC,4,1,2006,686233
28731-ACE-SAC,5,0,2006,685202
28731-ACE-SAC,5,0,2006,685954
28731-ACE-SAC,5,0,2006,686044
28731-ACE-SAC,5,0,2006,686233
28731-ACE-SAC,13,3,2006,685167
28731-ACE-SAC,13,3,2006,685535
28731-ACE-SAC,13,3,2006,685820
28731-ACE-SAC,13,3,2006,686574
28731-ACE-SAC,8,0,2006,685167
28731-ACE-SAC,8,0,2006,685535
28731-ACE-SAC,8,0,2006,685820
28731-ACE-SAC,8,0,2006,686574
28731-ACE-SAC,8,0,2006,685167
28731-ACE-SAC,8,0,2006,685535
28731-ACE-SAC,8,0,2006,685820
28731-ACE-SAC,8,0,2006,686574
28731-ACE-SAC,2,2,2008,640255
28731-ACE-SAC,28,0,2006,638452
28731-ACE-SAC,2,0,2008,639529
28731-ACE-SAC,21,9,2008,640185
28731-ACE-SAC,18,1,2009,637618
28731-ACE-SAC,7,1,2007,403411
28731-ACE-SAC,3,0,2009,640094
28731-ACE-SAC,6,1,2005,638431
28731-ACE-SAC,23,13,2005,638328
28731-ACE-SAC,21,3,2009,639507
28731-ACE-SAC,13,2,2009,421310
28731-ACE-SAC,13,2,2009,422950
28731-ACE-SAC,2,2,2007,639535
28731-ACE-SAC,3,0,2009,404043
28731-ACE-SAC,13,2,2006,405471
28731-ACE-SAC,6,1,2010,613371
28731-ACE-SAC,14,5,2008,640071
28731-ACE-SAC,10,0,2011,637949
28731-ACE-SAC,8,1,2008,404200
28731-ACE-SAC,11,0,2012,397801
28731-ACE-SAC,21,0,2008,637750
28731-ACE-SAC,3,2,2012,398624
28731-ACE-SAC,13,1,2009,425056
28731-ACE-SAC,20,6,2008,642149
28731-ACE-SAC,5,3,2005,427827
28731-ACE-SAC,7,1,2007,640072
28731-ACE-SAC,28,6,2009,637530
28731-ACE-SAC,10,0,2009,405021
28731-ACE-SAC,3,0,2006,421205
28731-ACE-SAC,16,1,2007,640171
28731-ACE-SAC,15,1,2008,642838
28731-ACE-SAC,17,1,2007,641254
28731-ACE-SAC,20,8,2007,641337
28731-ACE-SAC,3,1,2005,423104
28731-ACE-SAC,1,0,2010,685521
28731-ACE-SAC,1,0,2010,685719
28731-ACE-SAC,1,0,2010,685942
28731-ACE-SAC,1,0,2010,686307
28731-ACE-SAC,1,0,2010,686459
28731-ACE-SAC,1,0,2010,686463
28731-ACE-SAC,3,1,2010,685521
28731-ACE-SAC,3,1,2010,685719
28731-ACE-SAC,3,1,2010,685942
28731-ACE-SAC,3,1,2010,686307
28731-ACE-SAC,3,1,2010,686459
28731-ACE-SAC,3,1,2010,686463
28731-ACE-SAC,18,4,2009,403553
28731-ACE-SAC,12,2,2006,638384
28731-ACE-SAC,10,1,2010,613304
28731-ACE-SAC,2,0,2012,613276
28731-ACE-SAC,20,1,2008,613398
28731-ACE-SAC,4,0,2010,405373
28731-ACE-SAC,21,3,2010,641972
28731-ACE-SAC,8,0,2009,638524
28731-ACE-SAC,31,3,2012,641691
28731-ACE-SAC,16,8,2006,398595
28731-ACE-SAC,18,0,2008,640191
28731-ACE-SAC,1,1,2006,402791
28731-ACE-SAC,21,4,2007,639993
28731-ACE-SAC,4,4,2006,642189
28731-ACE-SAC,15,3,2006,637793
28731-ACE-SAC,22,6,2009,638338
28731-ACE-SAC,10,3,2009,640009
28731-ACE-SAC,1,1,2008,637736
28731-ACE-SAC,6,6,2011,397622
28731-ACE-SAC,4,4,2007,404586
28731-ACE-SAC,7,5,2010,405395
28731-ACE-SAC,12,2,2009,637710
28731-ACE-SAC,5,0,2011,642054
28731-ACE-SAC,2,1,2008,404077
28731-ACE-SAC,15,3,2005,639413
28731-ACE-SAC,17,0,2009,637763
28731-ACE-SAC,6,2,2008,405651
28731-ACE-SAC,3,0,2006,642193
28731-ACE-SAC,4,1,2012,397773
28731-ACE-SAC,24,10,2007,640060
28731-ACE-SAC,2,2,2006,639970
28731-ACE-SAC,22,2,2010,640125
28731-ACE-SAC,10,4,2006,421241
28731-ACE-SAC,5,1,2010,686243
28731-ACE-SAC,17,1,2010,686358
28731-ACE-SAC,17,1,2010,686684
28731-ACE-SAC,13,6,2008,640015
28731-ACE-SAC,13,6,2008,640190
28731-ACE-SAC,14,0,2008,640015
28731-ACE-SAC,14,0,2008,640190
28731-ACE-SAC,3,0,2012,504441
28731-ACE-SAC,35,8,2007,405484
28731-ACE-SAC,25,6,2006,637799
28731-ACE-SAC,19,1,2011,642201
28731-ACE-SAC,12,1,2010,685505
28731-ACE-SAC,12,1,2010,685773
28731-ACE-SAC,12,1,2010,685793
28731-ACE-SAC,12,1,2010,686223
28731-ACE-SAC,12,1,2010,686456
28731-ACE-SAC,8,0,2010,685505
28731-ACE-SAC,8,0,2010,685773
28731-ACE-SAC,8,0,2010,685793
28731-ACE-SAC,8,0,2010,686223
28731-ACE-SAC,8,0,2010,686456
28731-ACE-SAC,11,4,2010,685505
28731-ACE-SAC,11,4,2010,685773
28731-ACE-SAC,11,4,2010,685793
28731-ACE-SAC,11,4,2010,686223
28731-ACE-SAC,11,4,2010,686456
28731-ACE-SAC,4,2,2012,395826
28731-ACE-SAC,17,0,2007,406189
28731-ACE-SAC,18,0,2007,405432
28731-ACE-SAC,19,2,2007,405571
28731-ACE-SAC,27,1,2009,424915
28731-ACE-SAC,1,0,2005,638440
28731-ACE-SAC,20,5,2005,638318
28731-ACE-SAC,5,0,2011,396178
28731-ACE-SAC,12,0,2009,685523
28731-ACE-SAC,12,0,2009,685681
28731-ACE-SAC,12,0,2009,686057
28731-ACE-SAC,12,0,2009,686590
28731-ACE-SAC,23,2,2009,685523
28731-ACE-SAC,23,2,2009,685681
28731-ACE-SAC,23,2,2009,686057
28731-ACE-SAC,23,2,2009,686590
28731-ACE-SAC,12,1,2009,685523
28731-ACE-SAC,12,1,2009,685681
28731-ACE-SAC,12,1,2009,686057
28731-ACE-SAC,12,1,2009,686590
28731-ACE-SAC,27,0,2011,637795
28731-ACE-SAC,11,2,2005,402750
28731-ACE-SAC,16,2,2005,423012
28731-ACE-SAC,51,24,2008,404996
28731-ACE-SAC,27,9,2008,638490
28731-ACE-SAC,7,1,2006,638544
28731-ACE-SAC,4,1,2011,488088
28731-ACE-SAC,15,1,2008,613468
28731-ACE-SAC,20,2,2010,642173
28731-ACE-SAC,19,1,2006,397972
28731-ACE-SAC,12,3,2008,639534
28731-ACE-SAC,17,0,2008,404585
28731-ACE-SAC,18,5,2007,404563
28731-ACE-SAC,18,5,2007,404631
28731-ACE-SAC,26,4,2009,637776
28731-ACE-SAC,3,1,2007,424919
28731-ACE-SAC,2,2,2012,504235
28731-ACE-SAC,15,0,2006,405486
28731-ACE-SAC,2,0,2009,642159
28731-ACE-SAC,4,2,2005,424652
28731-ACE-SAC,18,2,2011,405089
28731-ACE-SAC,10,0,2007,640079
28731-ACE-SAC,8,0,2005,639960
28731-ACE-SAC,24,8,2007,641359
28731-ACE-SAC,5,2,2007,395822
28731-ACE-SAC,19,6,2005,639968
28731-ACE-SAC,19,0,2006,638455
28731-ACE-SAC,3,0,2008,398678
28731-ACE-SAC,9,1,2008,640054
28731-ACE-SAC,3,0,2012,424872
28731-ACE-SAC,3,0,2012,425031
28731-ACE-SAC,12,3,2010,639961
28731-ACE-SAC,10,10,2011,424135
28731-ACE-SAC,13,0,2012,406191
28731-ACE-SAC,22,1,2007,637852
28731-ACE-SAC,28,3,2008,640194
28731-ACE-SAC,13,1,2005,642163
28731-ACE-SAC,27,1,2011,637753
28731-ACE-SAC,42,10,2005,314023
28731-ACE-SAC,42,10,2005,316997
28731-ACE-SAC,6,6,2011,396176
28731-ACE-SAC,1,0,2009,685001
28731-ACE-SAC,1,0,2009,685184
28731-ACE-SAC,1,0,2009,686096
28731-ACE-SAC,1,0,2009,686211
28731-ACE-SAC,11,2,2009,685001
28731-ACE-SAC,11,2,2009,685184
28731-ACE-SAC,11,2,2009,686096
28731-ACE-SAC,11,2,2009,686211
28731-ACE-SAC,6,2,2009,685001
28731-ACE-SAC,6,2,2009,685184
28731-ACE-SAC,6,2,2009,686096
28731-ACE-SAC,6,2,2009,686211
28731-ACE-SAC,2,1,2009,685001
28731-ACE-SAC,2,1,2009,685184
28731-ACE-SAC,2,1,2009,686096
28731-ACE-SAC,2,1,2009,686211
28731-ACE-SAC,2,2,2009,637941
28731-ACE-SAC,15,0,2012,613211
28731-ACE-SAC,9,0,2011,504197
28731-ACE-SAC,24,0,2010,640127
28731-ACE-SAC,15,6,2008,642839
28731-ACE-SAC,10,0,2007,404269
28731-ACE-SAC,7,0,2012,641264
28731-ACE-SAC,19,8,2012,613338
28731-ACE-SAC,1,0,2010,405662
28731-ACE-SAC,6,3,2008,404461
28731-ACE-SAC,14,1,2009,315920
28731-ACE-SAC,8,0,2012,404391
28731-ACE-SAC,6,1,2006,314845
28731-ACE-SAC,16,4,2007,403984
28731-ACE-SAC,13,0,2007,404273
28731-ACE-SAC,11,1,2012,424835
28731-ACE-SAC,13,0,2007,641415
28731-ACE-SAC,6,1,2005,315041
28731-ACE-SAC,3,0,2007,639988
28731-ACE-SAC,10,4,2007,640032
28731-ACE-SAC,19,1,2011,640102
28731-ACE-SAC,13,3,2010,642171
28731-ACE-SAC,17,0,2012,424857
28731-ACE-SAC,3,1,2011,504383
28731-ACE-SAC,13,0,2007,404219
28731-ACE-SAC,5,0,2007,404027
28731-ACE-SAC,1,1,2007,640173
28731-ACE-SAC,2,2,2009,639444
28731-ACE-SAC,23,10,2006,638459
28731-ACE-SAC,7,4,2008,405648
28731-ACE-SAC,24,1,2008,405497
28731-ACE-SAC,3,0,2005,423123
28731-ACE-SAC,6,0,2009,685006
28731-ACE-SAC,6,0,2009,685317
28731-ACE-SAC,6,0,2009,685006
28731-ACE-SAC,6,0,2009,685317
28731-ACE-SAC,14,9,2009,639967
28731-ACE-SAC,14,9,2009,640091
28731-ACE-SAC,3,1,2009,639967
28731-ACE-SAC,3,1,2009,640091
28731-ACE-SAC,2,1,2006,640030
28731-ACE-SAC,2,1,2006,640159
28731-ACE-SAC,16,8,2006,640030
28731-ACE-SAC,16,8,2006,640159
28731-ACE-SAC,28,9,2007,420568
28731-ACE-SAC,1,0,2011,422825
28731-ACE-SAC,11,3,2007,398399
28731-ACE-SAC,12,1,2007,398398
28731-ACE-SAC,22,7,2006,404397
28731-ACE-SAC,11,0,2007,638326
28731-ACE-SAC,11,0,2007,638472
28731-ACE-SAC,13,2,2006,639259
28731-ACE-SAC,10,5,2008,640193
28731-ACE-SAC,3,0,2007,395811
28731-ACE-SAC,16,4,2008,637749
28731-ACE-SAC,2,0,2007,396379
28731-ACE-SAC,3,0,2007,402925
28731-ACE-SAC,7,3,2005,639203
28731-ACE-SAC,32,3,2008,404168
28731-ACE-SAC,2,1,2007,405180
28731-ACE-SAC,1,1,2010,685337
28731-ACE-SAC,1,1,2010,685389
28731-ACE-SAC,6,0,2010,685116
28731-ACE-SAC,25,4,2009,638413
28731-ACE-SAC,17,2,2008,640198
28731-ACE-SAC,20,6,2008,640042
28731-ACE-SAC,1,1,2007,638398
28731-ACE-SAC,14,7,2006,638414
28731-ACE-SAC,27,1,2006,638437
28731-ACE-SAC,3,2,2010,396055
28731-ACE-SAC,23,0,2007,403796
28731-ACE-SAC,10,2,2008,398684
28731-ACE-SAC,14,2,2006,423142
28731-ACE-SAC,6,1,2011,396901
28731-ACE-SAC,3,0,2010,640022
28731-ACE-SAC,5,0,2006,404557
28731-ACE-SAC,3,2,2006,637843
28731-ACE-SAC,10,3,2006,421212
28731-ACE-SAC,19,5,2011,504296
28731-ACE-SAC,21,0,2011,613536
28731-ACE-SAC,9,2,2010,640136
28731-ACE-SAC,7,0,2007,405372
28731-ACE-SAC,20,0,2012,488155
28731-ACE-SAC,15,0,2006,396285
28731-ACE-SAC,15,0,2011,637782
28731-ACE-SAC,11,0,2009,638647
28731-ACE-SAC,5,0,2010,685235
28731-ACE-SAC,5,0,2010,685561
28731-ACE-SAC,10,2,2010,685475
28731-ACE-SAC,10,2,2010,686613
28731-ACE-SAC,16,3,2010,685475
28731-ACE-SAC,16,3,2010,686613
28731-ACE-SAC,27,1,2010,404001
28731-ACE-SAC,27,1,2010,404242
28731-ACE-SAC,24,1,2009,640122
28731-ACE-SAC,36,2,2012,404844
28731-ACE-SAC,20,3,2008,642850
28731-ACE-SAC,8,1,2010,404101
28731-ACE-SAC,10,0,2008,685772
28731-ACE-SAC,10,0,2008,686508
28731-ACE-SAC,4,1,2008,685772
28731-ACE-SAC,4,1,2008,686508
28731-ACE-SAC,5,0,2008,638641
28731-ACE-SAC,1,0,2008,638707
28731-ACE-SAC,5,0,2008,406055
28731-ACE-SAC,18,1,2010,638451
28731-ACE-SAC,13,0,2009,638514
28731-ACE-SAC,4,1,2006,639938
28731-ACE-SAC,2,0,2012,398393
28731-ACE-SAC,20,0,2007,404651
28731-ACE-SAC,7,0,2009,640241
28731-ACE-SAC,14,0,2010,642630
28731-ACE-SAC,9,0,2009,637703
28731-ACE-SAC,10,0,2009,640235
28731-ACE-SAC,2,1,2006,401538
28731-ACE-SAC,7,0,2007,405400
28731-ACE-SAC,3,0,2011,639969
28731-ACE-SAC,3,0,2011,640149
28731-ACE-SAC,5,1,2010,423107
28731-ACE-SAC,2,0,2007,639782
28731-ACE-SAC,11,3,2005,639955
28731-ACE-SAC,10,6,2006,640045
28731-ACE-SAC,19,0,2012,640180
28731-ACE-SAC,4,0,2006,642638
28731-ACE-SAC,25,0,2009,403818
28731-ACE-SAC,17,4,2009,638336
28731-ACE-SAC,4,2,2009,642098
28731-ACE-SAC,9,0,2009,642265
28731-ACE-SAC,32,2,2012,404082
28731-ACE-SAC,23,3,2012,404807
28731-ACE-SAC,9,5,2006,405632
28731-ACE-SAC,13,10,2010,640038
28731-ACE-SAC,16,0,2009,424631
28731-ACE-SAC,9,4,2012,613269
28731-ACE-SAC,4,2,2011,504410
28731-ACE-SAC,5,1,2009,685615
28731-ACE-SAC,5,1,2009,685673
28731-ACE-SAC,2,0,2011,642187
28731-ACE-SAC,4,1,2009,427685
28731-ACE-SAC,7,3,2006,396465
28731-ACE-SAC,11,6,2005,640522
28731-ACE-SAC,12,6,2005,640535
28731-ACE-SAC,26,5,2007,403688
28731-ACE-SAC,26,5,2007,403734
28731-ACE-SAC,10,1,2008,686404
28731-ACE-SAC,10,1,2008,686693
28731-ACE-SAC,6,3,2007,640073
28731-ACE-SAC,8,0,2008,642842
28731-ACE-SAC,33,2,2011,641993
28731-ACE-SAC,18,0,2010,403627
28731-ACE-SAC,7,0,2011,640049
28731-ACE-SAC,8,0,2011,503615
28731-ACE-SAC,8,0,2012,504430
28731-ACE-SAC,8,0,2008,642854
28731-ACE-SAC,22,4,2009,637701
28731-ACE-SAC,6,6,2006,640161
28731-ACE-SAC,8,0,2011,642100
28731-ACE-SAC,9,1,2011,504334
28731-ACE-SAC,25,1,2009,403771
28731-ACE-SAC,1,1,2010,642772
28731-ACE-SAC,3,0,2011,396535
28731-ACE-SAC,5,2,2012,503582
28731-ACE-SAC,4,1,2007,401766
28731-ACE-SAC,27,1,2007,404977
28731-ACE-SAC,1,0,2012,504100
28731-ACE-SAC,17,0,2012,613052
28731-ACE-SAC,4,4,2009,315612
28731-ACE-SAC,1,0,2006,638463
28731-ACE-SAC,28,2,2007,402935
28731-ACE-SAC,4,0,2006,638372
28731-ACE-SAC,17,2,2009,427931
28731-ACE-SAC,23,0,2008,403945
28731-ACE-SAC,1,1,2007,404534
28731-ACE-SAC,11,0,2011,404961
28731-ACE-SAC,5,0,2010,640053
28731-ACE-SAC,19,8,2007,638333
28731-ACE-SAC,14,4,2006,639875
28731-ACE-SAC,13,0,2010,638540
28731-ACE-SAC,2,1,2008,404857
28731-ACE-SAC,24,0,2010,640031
28731-ACE-SAC,5,0,2011,424966
28731-ACE-SAC,16,1,2009,638404
28731-ACE-SAC,15,4,2009,638516
28731-ACE-SAC,14,1,2009,637536
28731-ACE-SAC,8,0,2007,403595
28731-ACE-SAC,6,1,2008,397815
28731-ACE-SAC,9,0,2009,685484
28731-ACE-SAC,9,0,2009,685572
28731-ACE-SAC,9,0,2009,685899
28731-ACE-SAC,9,0,2009,686313
28731-ACE-SAC,9,0,2009,686519
28731-ACE-SAC,12,0,2009,685484
28731-ACE-SAC,12,0,2009,685572
28731-ACE-SAC,12,0,2009,685899
28731-ACE-SAC,12,0,2009,686313
28731-ACE-SAC,12,0,2009,686519
28731-ACE-SAC,14,1,2009,685484
28731-ACE-SAC,14,1,2009,685572
28731-ACE-SAC,14,1,2009,685899
28731-ACE-SAC,14,1,2009,686313
28731-ACE-SAC,14,1,2009,686519
28731-ACE-SAC,18,2,2009,685484
28731-ACE-SAC,18,2,2009,685572
28731-ACE-SAC,18,2,2009,685899
28731-ACE-SAC,18,2,2009,686313
28731-ACE-SAC,18,2,2009,686519
28731-ACE-SAC,9,1,2009,685484
28731-ACE-SAC,9,1,2009,685572
28731-ACE-SAC,9,1,2009,685899
28731-ACE-SAC,9,1,2009,686313
28731-ACE-SAC,9,1,2009,686519
28731-ACE-SAC,6,1,2012,423844
28731-ACE-SAC,10,4,2006,398587
28731-ACE-SAC,5,5,2007,421272
28731-ACE-SAC,25,1,2010,640033
28731-ACE-SAC,11,2,2005,638435
28731-ACE-SAC,11,2,2005,638450
28731-ACE-SAC,20,8,2005,638435
28731-ACE-SAC,20,8,2005,638450
28731-ACE-SAC,5,2,2007,401607
28731-ACE-SAC,5,1,2007,638684
28731-ACE-SAC,18,6,2008,423094
28731-ACE-SAC,16,1,2008,640189
28731-ACE-SAC,2,2,2010,395473
28731-ACE-SAC,8,6,2008,423065
28731-ACE-SAC,1,1,2005,640622
28731-ACE-SAC,2,1,2007,424633
28731-ACE-SAC,4,4,2007,423096
28731-ACE-SAC,10,1,2012,405474
28731-ACE-SAC,28,6,2007,404457
28731-ACE-SAC,2,0,2008,640202
28731-ACE-SAC,6,1,2005,396890
28731-ACE-SAC,4,0,2006,640487
28731-ACE-SAC,10,0,2011,405365
28731-ACE-SAC,17,0,2010,638377
28731-ACE-SAC,6,0,2005,424570
28731-ACE-SAC,3,1,2007,427309
28731-ACE-SAC,5,4,2009,639941
28731-ACE-SAC,7,1,2009,395527
28731-ACE-SAC,11,1,2006,638555
28731-ACE-SAC,19,6,2011,404110
28731-ACE-SAC,25,2,2007,403576
28731-ACE-SAC,7,0,2012,404046
28731-ACE-SAC,10,4,2006,639749
28731-ACE-SAC,3,0,2012,613330
28731-ACE-SAC,13,1,2012,395740
28731-ACE-SAC,25,3,2010,427761
28731-ACE-SAC,20,0,2011,403998
28731-ACE-SAC,7,0,2011,642199
28731-ACE-SAC,20,1,2011,642190
28731-ACE-SAC,14,0,2006,640156
28731-ACE-SAC,26,1,2009,638348
28731-ACE-SAC,3,2,2008,641013
28731-ACE-SAC,2,0,2011,613565
28731-ACE-SAC,8,0,2005,401678
28731-ACE-SAC,27,6,2008,637789
28731-ACE-SAC,5,1,2005,427989
28731-ACE-SAC,5,2,2011,501904
28731-ACE-SAC,10,1,2011,488305
28731-ACE-SAC,8,3,2006,640077
28731-ACE-SAC,14,8,2010,404204
28731-ACE-SAC,14,8,2010,404237
28731-ACE-SAC,2,0,2011,640083
28731-ACE-SAC,11,0,2008,639355
28731-ACE-SAC,23,8,2009,638369
28731-ACE-SAC,9,1,2011,640007
28731-ACE-SAC,14,1,2008,397851
28731-ACE-SAC,21,0,2007,402720
28731-ACE-SAC,35,20,2005,638603
28731-ACE-SAC,18,3,2010,638351
28731-ACE-SAC,19,0,2005,638439
28731-ACE-SAC,20,3,2008,403488
28731-ACE-SAC,6,2,2008,403572
28731-ACE-SAC,1,0,2005,398593
28731-ACE-SAC,10,1,2006,638578
28731-ACE-SAC,10,1,2006,638673
28731-ACE-SAC,12,0,2006,638578
28731-ACE-SAC,12,0,2006,638673
28731-ACE-SAC,10,0,2009,422976
28731-ACE-SAC,10,0,2010,640328
28731-ACE-SAC,1,0,2012,425008
28731-ACE-SAC,8,0,2012,613494
28731-ACE-SAC,2,1,2006,640265
28731-ACE-SAC,6,5,2011,395479
28731-ACE-SAC,28,1,2012,642157
28731-ACE-SAC,30,1,2007,402169
28731-ACE-SAC,3,0,2005,398356
28731-ACE-SAC,1,1,2009,640249
28731-ACE-SAC,12,0,2010,501921
28731-ACE-SAC,2,1,2008,404109
28731-ACE-SAC,2,0,2005,644896
28731-ACE-SAC,6,0,2007,405321
28731-ACE-SAC,15,1,2010,404212
28731-ACE-SAC,4,0,2010,488152
28731-ACE-SAC,25,3,2011,613427
28731-ACE-SAC,2,2,2008,424504
28731-ACE-SAC,3,0,2007,402989
28731-ACE-SAC,17,6,2009,638355
28731-ACE-SAC,30,4,2007,640000
28731-ACE-SAC,17,4,2011,638961
28731-ACE-SAC,26,3,2007,402860
28731-ACE-SAC,5,0,2011,404860
28731-ACE-SAC,32,7,2011,638462
28731-ACE-SAC,20,0,2011,405427
28731-ACE-SAC,12,2,2011,637842
28731-ACE-SAC,9,0,2005,405143
28731-ACE-SAC,17,6,2007,639716
28731-ACE-SAC,7,2,2011,504443
28731-ACE-SAC,8,1,2012,404218
28731-ACE-SAC,4,0,2011,613861
28731-ACE-SAC,17,1,2010,423041
28731-ACE-SAC,20,2,2007,401550
28731-ACE-SAC,19,1,2007,427749
28731-ACE-SAC,9,0,2008,427586
28731-ACE-SAC,4,0,2007,638787
28731-ACE-SAC,8,2,2010,685419
28731-ACE-SAC,8,2,2010,685666
28731-ACE-SAC,8,2,2010,685781
28731-ACE-SAC,8,2,2010,686115
28731-ACE-SAC,8,2,2010,686384
28731-ACE-SAC,8,2,2010,686737
28731-ACE-SAC,5,0,2010,685419
28731-ACE-SAC,5,0,2010,685666
28731-ACE-SAC,5,0,2010,685781
28731-ACE-SAC,5,0,2010,686115
28731-ACE-SAC,5,0,2010,686384
28731-ACE-SAC,5,0,2010,686737
28731-ACE-SAC,3,0,2010,685419
28731-ACE-SAC,3,0,2010,685666
28731-ACE-SAC,3,0,2010,685781
28731-ACE-SAC,3,0,2010,686115
28731-ACE-SAC,3,0,2010,686384
28731-ACE-SAC,3,0,2010,686737
28731-ACE-SAC,9,1,2010,685419
28731-ACE-SAC,9,1,2010,685666
