bottle	scan	species	phase	NP	all.treat	ca_1	ca_2	ca_3	ca_4	ca_5	ca_6	ca_7	ca_8	na_1	na_2	na_3	na_4	pr_1	pr_2	pr_3
E11L1	s15	Pectobacterium	log	0.5	Pec_log_0.5_E11L1	0.072612	0.093854	0.133534	0.114255	0.154336	0.186668	0.189917	0.170722	0.057046	0.086056	0.182239	0.179479	0.22876	0.253278	0.236231
E11L1	s16	Pectobacterium	log	0.5	Pec_log_0.5_E11L1	0.080582	0.109908	0.114324	0.104247	0.151217	0.183875	0.188099	0.16399	0.052521	0.089683	0.166019	0.162505	0.249448	0.273557	0.240712
E11L1	s17	Pectobacterium	log	0.5	Pec_log_0.5_E11L1	0.050033	0.05765	0.10788	0.111463	0.149178	0.179797	0.1819	0.169587	0.044242	0.098063	0.173875	0.192841	0.268246	0.245928	0.262681
E11L1	s18	Pectobacterium	log	0.5	Pec_log_0.5_E11L1	0.062126	0.086252	0.110141	0.101205	0.137887	0.192413	0.180793	0.162107	0.046552	0.077429	0.160089	0.183145	0.248906	0.251625	0.251841
E11L1	s19	Pectobacterium	log	0.5	Pec_log_0.5_E11L1	0.078593	0.091836	0.123996	0.097474	0.1355	0.192779	0.174031	0.175831	0.055916	0.087189	0.160929	0.176118	0.243979	0.243689	0.225018
E11L1	s20	Pectobacterium	log	0.5	Pec_log_0.5_E11L1	0.059315	0.068976	0.11292	0.112731	0.153305	0.190403	0.194904	0.166684	0.045217	0.089188	0.178184	0.183062	0.23753	0.258127	0.242096
E11L2	s1	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.060845	0.072958	0.116033	0.093864	0.122501	0.16642	0.166345	0.147987	0.053538	0.098241	0.180689	0.208845	0.244191	0.262025	0.244967
E11L2	s2	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.070902	0.098715	0.126399	0.111059	0.147611	0.180956	0.19134	0.176865	0.047375	0.079007	0.161039	0.169527	0.241652	0.265589	0.243913
E11L2	s3	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.064922	0.074384	0.11773	0.101147	0.135319	0.183415	0.191017	0.151332	0.048599	0.08846	0.174768	0.191717	0.249436	0.263003	0.24417
E11L2	s4	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.072004	0.080073	0.129347	0.101807	0.148687	0.192103	0.192893	0.181302	0.048984	0.095352	0.166691	0.164214	0.236412	0.249756	0.225389
E11L2	s5	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.067735	0.080921	0.127228	0.111745	0.142113	0.194135	0.176095	0.158156	0.05159	0.097811	0.181064	0.179796	0.250701	0.240254	0.242383
E11L2	s6	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.082368	0.092195	0.116517	0.10444	0.156785	0.192369	0.192666	0.167428	0.051278	0.079416	0.146646	0.147454	0.234246	0.238069	0.223954
E11L2	s7	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.059845	0.07595	0.111758	0.094355	0.13476	0.180105	0.18867	0.156985	0.049465	0.084141	0.174058	0.187413	0.237034	0.258212	0.246982
E11L2	s8	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.069186	0.076493	0.115656	0.10331	0.136831	0.188256	0.190413	0.169065	0.065803	0.085781	0.182168	0.187197	0.243195	0.250457	0.230721
E11L2	s9	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.077059	0.087097	0.129932	0.108249	0.129332	0.176347	0.175404	0.159496	0.040737	0.090518	0.171921	0.187873	0.232266	0.260998	0.23995
E11L2	s10	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.061185	0.055205	0.117359	0.101372	0.148655	0.177925	0.184532	0.16756	0.042263	0.077187	0.169983	0.184305	0.2568	0.268507	0.255244
E11L2	s11	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.082316	0.082195	0.114594	0.099881	0.155287	0.19636	0.189576	0.170098	0.057159	0.093129	0.149811	0.162362	0.22923	0.25594	0.231791
E11L2	s12	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.064029	0.069072	0.122893	0.102446	0.15599	0.202142	0.198247	0.174819	0.047444	0.082929	0.1634	0.182877	0.260009	0.273063	0.235872
E11L2	s13	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.07061	0.082083	0.104753	0.105116	0.143301	0.1943	0.202844	0.15972	0.036739	0.076512	0.1653	0.180746	0.229133	0.262154	0.237022
E11L2	s14	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.063032	0.067184	0.107725	0.100159	0.144623	0.185103	0.186152	0.169139	0.041967	0.093101	0.174661	0.197672	0.244735	0.257705	0.242366
E11L2	s15	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.063132	0.071155	0.112798	0.095792	0.131289	0.196092	0.179764	0.16255	0.045511	0.098744	0.177905	0.196146	0.224137	0.253779	0.24136
E11L2	s16	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.072565	0.090393	0.111324	0.101953	0.146231	0.201081	0.192999	0.165308	0.056093	0.083464	0.164981	0.168165	0.256029	0.253484	0.2306
E11L2	s17	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.078862	0.089321	0.119755	0.111921	0.144026	0.175073	0.162373	0.146157	0.052401	0.10161	0.169851	0.183114	0.249187	0.254635	0.250161
E11L2	s18	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.052325	0.079256	0.114323	0.101971	0.139792	0.186993	0.191134	0.154813	0.048696	0.101216	0.174689	0.177667	0.242378	0.269859	0.25099
E11L2	s19	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.072702	0.093146	0.136105	0.109327	0.141644	0.192448	0.190241	0.168079	0.047745	0.0928	0.16447	0.175558	0.240552	0.239474	0.236544
E11L2	s20	Pectobacterium	log	0.5	Pec_log_0.5_E11L2	0.066861	0.096346	0.123657	0.108405	0.153982	0.187854	0.182474	0.174667	0.032224	0.077298	0.159454	0.177726	0.235375	0.251184	0.23022
E12L1	s1	Pectobacterium	log	5	Pec_log_5_E12L1	0.087478	0.164102	0.165056	0.172923	0.177302	0.244266	0.242542	0.240404	0.024102	0.059667	0.100015	0.124046	0.303428	0.215807	0.227458
E12L1	s2	Pectobacterium	log	5	Pec_log_5_E12L1	0.125267	0.20542	0.163937	0.174894	0.19095	0.252945	0.225701	0.266437	0.004918	0.035001	0.112231	0.114022	0.290888	0.192212	0.213855
E12L1	s3	Pectobacterium	log	5	Pec_log_5_E12L1	0.054812	0.091693	0.134618	0.143077	0.169464	0.206899	0.189822	0.196274	0.041664	0.05883	0.121002	0.164322	0.302336	0.228191	0.251806
E12L1	s4	Pectobacterium	log	5	Pec_log_5_E12L1	0.088851	0.125378	0.140455	0.125348	0.154592	0.233342	0.222672	0.208483	0.021981	0.070585	0.130252	0.132018	0.310283	0.22052	0.221007
E12L1	s5	Pectobacterium	log	5	Pec_log_5_E12L1	0.076812	0.143672	0.160094	0.166662	0.1828	0.250633	0.233172	0.219997	0.031606	0.052799	0.09746	0.127189	0.301196	0.229247	0.223418
E12L1	s6	Pectobacterium	log	5	Pec_log_5_E12L1	0.139999	0.19633	0.151079	0.149972	0.186371	0.232006	0.218976	0.213973	0.040053	0.054924	0.132309	0.133494	0.287425	0.164908	0.176119
E12L1	s7	Pectobacterium	log	5	Pec_log_5_E12L1	0.085834	0.111965	0.1292	0.118043	0.161137	0.205539	0.195759	0.189129	0.047787	0.066938	0.126325	0.158813	0.323878	0.221642	0.259475
E12L1	s8	Pectobacterium	log	5	Pec_log_5_E12L1	0.080085	0.099377	0.137424	0.123175	0.155077	0.194973	0.180648	0.169079	0.038779	0.048919	0.15552	0.155195	0.303607	0.243072	0.230171
E12L1	s9	Pectobacterium	log	5	Pec_log_5_E12L1	0.095077	0.117591	0.164118	0.129508	0.170654	0.205369	0.191184	0.198174	0.042549	0.073081	0.107572	0.105147	0.306102	0.208574	0.251111
E12L1	s10	Pectobacterium	log	5	Pec_log_5_E12L1	0.138535	0.224041	0.172235	0.175555	0.165965	0.262255	0.23813	0.249227	0.028517	0.047534	0.098244	0.09936	0.26831	0.204499	0.184152
E12L1	s11	Pectobacterium	log	5	Pec_log_5_E12L1	0.087974	0.093856	0.130645	0.124679	0.154261	0.195671	0.19394	0.186917	0.034182	0.056	0.126724	0.161294	0.342077	0.225123	0.257409
E12L1	s12	Pectobacterium	log	5	Pec_log_5_E12L1	0.076748	0.129119	0.137349	0.151452	0.165142	0.220694	0.207025	0.209626	0.033866	0.063679	0.130081	0.148826	0.301335	0.229324	0.225607
E12L1	s13	Pectobacterium	log	5	Pec_log_5_E12L1	0.060442	0.082158	0.132106	0.107911	0.158581	0.169731	0.185774	0.159419	0.057961	0.079753	0.168099	0.164133	0.320463	0.24403	0.259116
E12L1	s14	Pectobacterium	log	5	Pec_log_5_E12L1	0.136375	0.261382	0.175544	0.177594	0.203748	0.30812	0.255795	0.259771	0.01529	0.01955	0.098952	0.084263	0.294468	0.212649	0.211458
E12L1	s15	Pectobacterium	log	5	Pec_log_5_E12L1	0.087695	0.119387	0.146985	0.127082	0.173554	0.213668	0.187903	0.200957	0.044274	0.087447	0.123894	0.123969	0.329141	0.227454	0.236133
E12L1	s16	Pectobacterium	log	5	Pec_log_5_E12L1	0.042742	0.103289	0.141095	0.12955	0.161371	0.21836	0.207099	0.217055	0.043518	0.057868	0.128307	0.14353	0.295177	0.219594	0.223512
E12L1	s17	Pectobacterium	log	5	Pec_log_5_E12L1	0.059498	0.148807	0.159332	0.145113	0.165047	0.232543	0.2075	0.234382	0.033087	0.046599	0.108266	0.126845	0.296217	0.225111	0.222303
E12L1	s18	Pectobacterium	log	5	Pec_log_5_E12L1	0.157538	0.271576	0.175231	0.170751	0.17642	0.29247	0.21239	0.256331	0.033414	0.054124	0.100133	0.093466	0.246728	0.185159	0.168282
E12L1	s19	Pectobacterium	log	5	Pec_log_5_E12L1	0.068367	0.102411	0.136464	0.143831	0.186552	0.214676	0.20854	0.223569	0.040935	0.06853	0.094562	0.141192	0.327628	0.222333	0.240331
E12L1	s20	Pectobacterium	log	5	Pec_log_5_E12L1	0.130362	0.188843	0.140118	0.156953	0.147882	0.232149	0.231674	0.231195	0.033812	0.046367	0.102347	0.11166	0.249908	0.198561	0.19592
E12L2	s1	Pectobacterium	log	5	Pec_log_5_E12L2	0.131527	0.260444	0.174148	0.170845	0.155414	0.283605	0.279689	0.291797	0.023967	0.029099	0.076775	0.099329	0.21988	0.214827	0.162697
E12L2	s2	Pectobacterium	log	5	Pec_log_5_E12L2	0.134489	0.189388	0.142945	0.125527	0.171497	0.226411	0.185404	0.199972	0.026591	0.063687	0.133723	0.13295	0.243186	0.220718	0.216769
E12L2	s3	Pectobacterium	log	5	Pec_log_5_E12L2	0.121948	0.229864	0.164254	0.161476	0.167799	0.267372	0.245756	0.258467	0.007444	0.028113	0.101646	0.085967	0.20834	0.202673	0.206692
E12L2	s4	Pectobacterium	log	5	Pec_log_5_E12L2	0.108271	0.183161	0.155511	0.15367	0.167243	0.239878	0.245788	0.241784	0.025274	0.047551	0.103647	0.13157	0.239526	0.203421	0.179688
E12L2	s5	Pectobacterium	log	5	Pec_log_5_E12L2	0.122953	0.177897	0.151996	0.162697	0.169446	0.256295	0.226302	0.246075	0.040119	0.05735	0.115857	0.114043	0.246436	0.197657	0.191
E12L2	s6	Pectobacterium	log	5	Pec_log_5_E12L2	0.121651	0.206788	0.153732	0.141474	0.186733	0.22059	0.205831	0.212742	0.028776	0.075827	0.07172	0.102349	0.285116	0.205068	0.235667
E12L2	s7	Pectobacterium	log	5	Pec_log_5_E12L2	0.121503	0.199005	0.147963	0.161362	0.160199	0.26823	0.234498	0.233877	0.033369	0.054322	0.098984	0.132056	0.249889	0.221432	0.200799
E12L2	s8	Pectobacterium	log	5	Pec_log_5_E12L2	0.117169	0.195141	0.165384	0.134045	0.137214	0.217209	0.20313	0.198441	0.043062	0.035259	0.132959	0.133697	0.238055	0.206055	0.253618
E12L2	s9	Pectobacterium	log	5	Pec_log_5_E12L2	0.079399	0.101954	0.152766	0.10674	0.159772	0.182813	0.188135	0.162908	0.062064	0.083543	0.145734	0.147418	0.267279	0.198881	0.226266
E12L2	s10	Pectobacterium	log	5	Pec_log_5_E12L2	0.101326	0.165814	0.135676	0.113946	0.135944	0.228058	0.22153	0.183837	0.012025	0.066554	0.122057	0.148648	0.243991	0.228415	0.201157
E12L2	s11	Pectobacterium	log	5	Pec_log_5_E12L2	0.048459	0.094231	0.128217	0.125083	0.152685	0.210229	0.202889	0.206019	0.045443	0.057433	0.122477	0.149796	0.279513	0.240805	0.248667
E12L2	s12	Pectobacterium	log	5	Pec_log_5_E12L2	0.065548	0.13788	0.135211	0.13843	0.152137	0.21259	0.215643	0.219708	0.026839	0.058535	0.136532	0.156432	0.266093	0.208094	0.255275
E12L2	s13	Pectobacterium	log	5	Pec_log_5_E12L2	0.097165	0.196987	0.155408	0.173049	0.159248	0.247376	0.236681	0.245624	0.027005	0.057344	0.085442	0.096727	0.28527	0.212474	0.226861
E12L2	s14	Pectobacterium	log	5	Pec_log_5_E12L2	0.04864	0.076401	0.109593	0.092071	0.155479	0.143049	0.156453	0.13816	0.037728	0.079043	0.144933	0.162354	0.325517	0.257532	0.283313
E12L2	s15	Pectobacterium	log	5	Pec_log_5_E12L2	0.130706	0.238321	0.150938	0.167945	0.174741	0.267244	0.257787	0.270301	0.027611	0.048072	0.09336	0.099649	0.244111	0.221805	0.197427
E12L2	s16	Pectobacterium	log	5	Pec_log_5_E12L2	0.085041	0.146007	0.139613	0.132118	0.158412	0.213598	0.188633	0.198764	0.041936	0.075127	0.132428	0.131003	0.268974	0.229683	0.241008
E12L2	s17	Pectobacterium	log	5	Pec_log_5_E12L2	0.100836	0.192921	0.161149	0.174504	0.163302	0.241382	0.20883	0.226126	0.036263	0.059305	0.113696	0.114624	0.277622	0.226584	0.243815
E12L2	s18	Pectobacterium	log	5	Pec_log_5_E12L2	0.061967	0.083738	0.1203	0.111924	0.140394	0.182379	0.189947	0.176791	0.042606	0.082976	0.154815	0.171165	0.296948	0.265485	0.261649
E12L2	s19	Pectobacterium	log	5	Pec_log_5_E12L2	0.085559	0.157086	0.135212	0.155317	0.174221	0.241421	0.229226	0.239735	0.023577	0.051956	0.120329	0.127148	0.286051	0.2333	0.223304
E12L2	s20	Pectobacterium	log	5	Pec_log_5_E12L2	0.097133	0.187285	0.158388	0.13601	0.176106	0.252451	0.228826	0.250821	0.017579	0.053264	0.117074	0.105116	0.281756	0.192456	0.240173
E1S1	s1	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.109228	0.171282	0.151819	0.158316	0.177577	0.233578	0.223713	0.249791	0.018793	0.029393	0.080337	0.130344	0.247727	0.214805	0.206832
E1S1	s2	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.090377	0.159699	0.145687	0.145185	0.18103	0.232867	0.215833	0.231413	0.015998	0.041824	0.086355	0.145225	0.26397	0.210279	0.224145
E1S1	s3	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.116258	0.192718	0.175645	0.175741	0.179902	0.230293	0.230569	0.244948	0.015694	0.018716	0.063722	0.130996	0.257617	0.202663	0.2164
E1S1	s4	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.096347	0.155018	0.158251	0.161669	0.172839	0.216486	0.215615	0.236975	0.015811	0.027246	0.062715	0.172155	0.272036	0.201905	0.221263
E1S1	s5	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.079334	0.100234	0.133023	0.139856	0.165425	0.196014	0.184894	0.208177	0.028129	0.05185	0.097575	0.15712	0.270105	0.243516	0.231511
E1S1	s6	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.072159	0.116583	0.146319	0.13861	0.16013	0.210285	0.198949	0.218834	0.026282	0.0484	0.082252	0.17887	0.294147	0.2381	0.262786
E1S1	s7	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.10454	0.171245	0.161491	0.151235	0.181246	0.239269	0.214703	0.229107	0.026922	0.039312	0.083025	0.152478	0.270141	0.222647	0.237978
E1S1	s8	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.07468	0.111933	0.150974	0.147273	0.175826	0.213268	0.199647	0.226484	0.027206	0.046294	0.082857	0.159427	0.294295	0.235729	0.252064
E1S1	s9	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.124515	0.183379	0.168007	0.166346	0.16293	0.241312	0.222662	0.233936	0.006489	0.040642	0.080709	0.149375	0.279711	0.214669	0.214535
E1S1	s10	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.085279	0.15023	0.153876	0.147362	0.176169	0.214389	0.219804	0.252338	0.016545	0.043055	0.081543	0.18296	0.265256	0.223838	0.220249
E1S1	s11	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.130537	0.174059	0.159837	0.148208	0.169179	0.218625	0.212925	0.232508	0.016464	0.051916	0.081998	0.15112	0.246051	0.198077	0.216207
E1S1	s12	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.11075	0.200266	0.16652	0.18629	0.176781	0.267339	0.238347	0.27113	0.01535	0.031298	0.055927	0.133799	0.246481	0.224731	0.2012
E1S1	s13	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.116097	0.184738	0.162639	0.174062	0.17053	0.216077	0.238557	0.230361	0.018516	0.036563	0.077071	0.143096	0.244352	0.215327	0.21791
E1S1	s14	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.101816	0.166234	0.159235	0.161221	0.174973	0.226846	0.221084	0.255996	0.020273	0.026379	0.065178	0.141427	0.254633	0.217912	0.224915
E1S1	s15	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.072859	0.09287	0.137204	0.134195	0.170899	0.195402	0.196683	0.199235	0.031849	0.057804	0.099152	0.171981	0.294113	0.236767	0.272175
E1S1	s16	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.104148	0.141513	0.157681	0.159288	0.173537	0.234871	0.222229	0.237638	0.014692	0.039682	0.068585	0.166646	0.280033	0.215471	0.247388
E1S1	s17	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.086455	0.12	0.153489	0.143071	0.172552	0.22271	0.200675	0.216083	0.014103	0.045601	0.084336	0.173476	0.296502	0.228321	0.24594
E1S1	s18	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.134657	0.252218	0.184498	0.200452	0.183789	0.281683	0.269323	0.290738	0.019658	0.019597	0.035499	0.134251	0.252175	0.197536	0.179719
E1S1	s19	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.086517	0.15239	0.155817	0.147767	0.165848	0.233702	0.211792	0.235675	0.015498	0.047849	0.082085	0.166217	0.275274	0.216723	0.231566
E1S1	s20	Pectobacterium	stat	50	Pec_stat_50_E1S1	0.121762	0.221931	0.19032	0.176991	0.198039	0.256534	0.256918	0.25106	0.000635	0.023695	0.051	0.136305	0.261242	0.217056	0.206296
E1S2	s1	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.110722	0.183393	0.139955	0.166375	0.18195	0.2396	0.227223	0.236515	0.02833	0.045687	0.071831	0.176674	0.250938	0.205191	0.20867
E1S2	s2	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.076473	0.106349	0.136662	0.151624	0.171665	0.222037	0.196797	0.193571	0.030162	0.05524	0.110234	0.170861	0.280033	0.2313	0.247759
E1S2	s3	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.073128	0.123771	0.133527	0.147382	0.169103	0.193525	0.182158	0.221808	0.02659	0.051909	0.091888	0.147515	0.277848	0.238238	0.251735
E1S2	s4	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.105429	0.158515	0.152982	0.149215	0.175205	0.226609	0.205745	0.225544	0.016961	0.050097	0.090192	0.129445	0.272907	0.223198	0.23263
E1S2	s5	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.104018	0.124433	0.149234	0.138385	0.16347	0.2396	0.217504	0.208798	0.017663	0.033188	0.083965	0.135132	0.270119	0.225671	0.245132
E1S2	s6	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.159515	0.264362	0.18134	0.186914	0.169089	0.266924	0.248661	0.289089	0.021925	0.033709	0.052002	0.119722	0.226156	0.181337	0.175663
E1S2	s7	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.071689	0.133825	0.129102	0.152556	0.167546	0.237828	0.21771	0.22221	0.016615	0.040147	0.082314	0.146128	0.286502	0.227987	0.244011
E1S2	s8	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.123038	0.19034	0.162734	0.173254	0.175472	0.242009	0.238682	0.266609	0.019183	0.052218	0.066771	0.134409	0.270153	0.216032	0.214762
E1S2	s9	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.135788	0.210869	0.160822	0.175598	0.183858	0.250765	0.220788	0.252649	0.020667	0.035942	0.062118	0.115152	0.250805	0.187552	0.193247
E1S2	s10	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.093847	0.160859	0.166384	0.149009	0.174317	0.203892	0.195782	0.213758	0.027035	0.050008	0.096487	0.142335	0.278025	0.234261	0.222287
E1S2	s11	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.115139	0.184169	0.156974	0.160245	0.173394	0.244922	0.25461	0.247767	0.010507	0.034278	0.066565	0.126392	0.244241	0.218433	0.216468
E1S2	s12	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.080977	0.141628	0.152162	0.1509	0.160131	0.209698	0.197486	0.231561	0.03225	0.041655	0.073082	0.14437	0.284918	0.230137	0.239167
E1S2	s13	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.170435	0.303054	0.197689	0.200543	0.186664	0.308191	0.298106	0.312358	0.012048	0.021941	0.050377	0.160496	0.195268	0.186331	0.136342
E1S2	s14	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.068695	0.115777	0.144745	0.141288	0.166247	0.215819	0.208453	0.20752	0.025179	0.047286	0.098295	0.152226	0.280855	0.240727	0.263136
E1S2	s15	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.096564	0.150659	0.161278	0.166237	0.174424	0.218319	0.197581	0.211044	0.020591	0.032478	0.077461	0.13509	0.285413	0.24046	0.221353
E1S2	s16	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.071558	0.172722	0.153262	0.156679	0.172274	0.246276	0.230704	0.261338	0.009272	0.033884	0.072538	0.149761	0.275307	0.235762	0.224849
E1S2	s17	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.1197	0.204974	0.152391	0.151653	0.19319	0.221811	0.243674	0.254331	0.012715	0.035895	0.073684	0.133003	0.252734	0.221112	0.203159
E1S2	s18	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.089724	0.173967	0.154319	0.159646	0.18487	0.228613	0.220634	0.230071	0.00982	0.02585	0.058382	0.135685	0.290239	0.233442	0.235008
E1S2	s19	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.145685	0.264457	0.187832	0.208706	0.194856	0.275319	0.260541	0.296344	0.022596	0.033164	0.042967	0.105149	0.241108	0.199026	0.173454
E1S2	s20	Pectobacterium	stat	50	Pec_stat_50_E1S2	0.137881	0.249048	0.179721	0.195173	0.1959	0.2846	0.273051	0.301766	0.016581	0.025874	0.050743	0.084403	0.250852	0.189805	0.159599
E2S1	s1	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.019067	0.065239	0.164091	0.156657	0.189385	0.214833	0.211922	0.224234	0.04194	0.05668	0.091516	0.133829	0.314066	0.230739	0.241921
E2S1	s2	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.030666	0.088738	0.168284	0.170045	0.202564	0.236972	0.226189	0.233364	0.04624	0.061306	0.082143	0.116515	0.291307	0.218297	0.217632
E2S1	s3	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.058027	0.146568	0.173558	0.200269	0.200918	0.256795	0.245937	0.266201	0.029853	0.042437	0.075348	0.108167	0.265912	0.21628	0.189208
E2S1	s4	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.042186	0.097899	0.159633	0.15098	0.193859	0.227322	0.229726	0.2398	0.062767	0.069532	0.119187	0.13253	0.257182	0.211978	0.184281
E2S1	s5	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.04894	0.097103	0.151148	0.15125	0.182986	0.225234	0.207555	0.224989	0.035805	0.057499	0.098667	0.158199	0.287338	0.24225	0.244929
E2S1	s6	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.053079	0.092468	0.146237	0.14794	0.196465	0.206827	0.205708	0.211977	0.018581	0.040908	0.084941	0.154748	0.296697	0.232134	0.226201
E2S1	s7	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.025661	0.067346	0.152628	0.170734	0.198436	0.224544	0.217968	0.228836	0.0667	0.090519	0.118293	0.144036	0.262521	0.216428	0.198609
E2S1	s8	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.020396	0.057116	0.14152	0.141075	0.194018	0.19663	0.197956	0.206907	0.045443	0.078591	0.093368	0.144664	0.300733	0.216241	0.236287
E2S1	s9	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.070911	0.12022	0.175938	0.172346	0.206376	0.247013	0.24914	0.256703	0.033602	0.0655	0.081416	0.131684	0.266983	0.208143	0.198729
E2S1	s10	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.034568	0.094305	0.181073	0.175592	0.204895	0.231117	0.231746	0.235979	0.081087	0.105726	0.120825	0.122678	0.28544	0.20251	0.172982
E2S1	s11	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.032738	0.075569	0.183324	0.171148	0.224776	0.233528	0.22239	0.229072	0.080872	0.086061	0.107971	0.102987	0.296531	0.209371	0.19776
E2S1	s12	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.038567	0.079282	0.165587	0.167698	0.192306	0.227907	0.225532	0.202373	0.061603	0.093075	0.107031	0.133089	0.270299	0.210575	0.223323
E2S1	s13	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.027549	0.091239	0.176582	0.171519	0.205352	0.222186	0.209882	0.229905	0.088718	0.118533	0.139188	0.096159	0.284747	0.19482	0.161449
E2S1	s14	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.032312	0.07383	0.160351	0.174732	0.202987	0.239602	0.220426	0.240803	0.075114	0.094622	0.115804	0.110935	0.269591	0.20576	0.169751
E2S1	s15	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.012601	0.059943	0.143677	0.148459	0.210957	0.227809	0.226722	0.223034	0.066733	0.080837	0.117216	0.149792	0.29784	0.22779	0.197004
E2S1	s16	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.019072	0.064695	0.156703	0.15256	0.198642	0.207447	0.193728	0.198201	0.070569	0.095892	0.112629	0.130128	0.290488	0.22235	0.20446
E2S1	s17	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.026879	0.076848	0.168165	0.153099	0.210231	0.223573	0.216087	0.235857	0.043305	0.072411	0.10195	0.131289	0.307376	0.212234	0.2218
E2S1	s18	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.039921	0.095428	0.174165	0.178643	0.202076	0.23959	0.233339	0.246932	0.082513	0.101486	0.115336	0.103721	0.285867	0.196719	0.176507
E2S1	s19	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.026076	0.065521	0.169723	0.159006	0.197811	0.214172	0.190702	0.207631	0.063147	0.06726	0.104745	0.126128	0.302522	0.229905	0.250873
E2S1	s20	Pectobacterium	stat	500	Pec_stat_500_E2S1	0.022717	0.066046	0.154321	0.140521	0.176599	0.217337	0.204704	0.217974	0.03427	0.066252	0.095889	0.138139	0.293461	0.222626	0.212413
