bottle	scan	species	phase	NP	all.treat	ca_1	ca_2	ca_3	ca_4	ca_5	ca_6	ca_7	ca_8	na_1	na_2	na_3	na_4	pr_1	pr_2	pr_3
E2S2	s1	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.06167	0.086037	0.142664	0.127644	0.17014	0.185188	0.187155	0.197321	0.029097	0.055703	0.097031	0.143404	0.305353	0.251469	0.271813
E2S2	s2	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.072395	0.079089	0.129972	0.117161	0.159341	0.176255	0.177754	0.180816	0.016848	0.05776	0.097346	0.149111	0.303913	0.240536	0.27863
E2S2	s3	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.040455	0.066607	0.132238	0.133009	0.183401	0.185236	0.186191	0.19206	0.0223	0.048889	0.094604	0.142237	0.324735	0.251243	0.287398
E2S2	s4	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.067699	0.09128	0.147402	0.128475	0.161421	0.180034	0.178386	0.181835	0.042141	0.067842	0.099221	0.126807	0.30889	0.23544	0.277753
E2S2	s5	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.053561	0.061866	0.12603	0.137872	0.166226	0.175936	0.174533	0.190634	0.035614	0.066478	0.102981	0.14078	0.328298	0.239002	0.296528
E2S2	s6	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.054172	0.063811	0.13687	0.128974	0.164767	0.16642	0.170803	0.165939	0.026097	0.059916	0.105813	0.145716	0.335405	0.270081	0.308983
E2S2	s7	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.067446	0.077848	0.13379	0.129022	0.164087	0.190003	0.182412	0.179547	0.027394	0.053833	0.106209	0.130837	0.311547	0.24257	0.273494
E2S2	s8	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.049796	0.080672	0.132365	0.118958	0.16414	0.185026	0.19705	0.192813	0.037713	0.051992	0.105855	0.132159	0.286587	0.247122	0.274964
E2S2	s9	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.066169	0.067032	0.138239	0.12595	0.168507	0.177211	0.181084	0.175568	0.033041	0.063495	0.104531	0.14093	0.304875	0.249974	0.265796
E2S2	s10	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.07508	0.092256	0.132802	0.131027	0.163615	0.177713	0.171796	0.183727	0.030127	0.065756	0.094929	0.137567	0.308081	0.25758	0.266158
E2S2	s11	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.070109	0.09252	0.143316	0.139007	0.181067	0.190687	0.192807	0.1908	0.028399	0.054902	0.112865	0.141395	0.299351	0.238373	0.26895
E2S2	s12	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.062339	0.067666	0.139638	0.122897	0.169115	0.174033	0.170349	0.168612	0.03485	0.063809	0.102246	0.137086	0.289355	0.237036	0.26854
E2S2	s13	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.039814	0.065932	0.129525	0.122686	0.165464	0.182592	0.179601	0.170387	0.02244	0.053644	0.092929	0.151467	0.306551	0.258175	0.292503
E2S2	s14	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.048022	0.058614	0.119931	0.115134	0.172397	0.170538	0.175242	0.174641	0.02828	0.056865	0.097375	0.14975	0.290501	0.249781	0.286991
E2S2	s15	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.048865	0.059198	0.122492	0.119144	0.164718	0.170852	0.176644	0.177791	0.032473	0.059754	0.098481	0.147778	0.300441	0.252144	0.288086
E2S2	s16	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.057041	0.064275	0.134388	0.134359	0.174685	0.169035	0.17001	0.181183	0.041148	0.057561	0.102304	0.134586	0.321649	0.241142	0.288673
E2S2	s17	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.050036	0.073518	0.125827	0.124988	0.17017	0.182667	0.182049	0.191589	0.030959	0.050146	0.099608	0.147093	0.304183	0.248064	0.278459
E2S2	s18	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.033356	0.045839	0.125857	0.119793	0.172014	0.179494	0.17994	0.164241	0.035252	0.056195	0.116335	0.151623	0.329803	0.264724	0.300292
E2S2	s19	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.061422	0.090387	0.136299	0.145968	0.168641	0.192833	0.184531	0.182271	0.029722	0.046855	0.10138	0.128675	0.307986	0.2445	0.278348
E2S2	s20	Pectobacterium	stat	500	Pec_stat_500_E2S2	0.068446	0.069571	0.131126	0.117853	0.162196	0.167456	0.178876	0.170055	0.031767	0.050213	0.10988	0.147065	0.310266	0.244744	0.283064
E3S1	s1	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.128015	0.151737	0.145591	0.142132	0.157905	0.241166	0.219827	0.208492	0.029895	0.06481	0.131761	0.139845	0.193967	0.216024	0.205506
E3S1	s2	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.08793	0.160402	0.149855	0.129447	0.146831	0.233222	0.223054	0.196869	0.034634	0.06679	0.139253	0.158953	0.219416	0.249714	0.205665
E3S1	s3	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.16369	0.296634	0.180939	0.186181	0.180172	0.313136	0.29581	0.311673	0.014551	0.048061	0.10172	0.106237	0.174452	0.21094	0.134504
E3S1	s4	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.160208	0.221821	0.164455	0.152607	0.154953	0.239218	0.237831	0.242138	0.024814	0.065907	0.107078	0.133988	0.225908	0.215812	0.191989
E3S1	s5	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.094118	0.182817	0.150821	0.157543	0.166508	0.256655	0.230857	0.227832	0.039765	0.067727	0.135915	0.144736	0.216359	0.242501	0.195795
E3S1	s6	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.188774	0.291141	0.177814	0.182508	0.160937	0.268975	0.253628	0.267039	0.01469	0.044165	0.100573	0.104602	0.213804	0.21169	0.171806
E3S1	s7	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.069651	0.14554	0.137144	0.132521	0.159795	0.232301	0.237417	0.215195	0.034397	0.068125	0.142332	0.175231	0.219115	0.248272	0.221428
E3S1	s8	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.163868	0.304812	0.166283	0.19256	0.183733	0.304914	0.285	0.307174	0.017943	0.043766	0.101781	0.10307	0.178204	0.201871	0.133589
E3S1	s9	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.072054	0.136442	0.139165	0.132138	0.160145	0.22697	0.21102	0.201787	0.04152	0.075613	0.154072	0.163572	0.239537	0.245532	0.220424
E3S1	s10	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.097763	0.15132	0.138863	0.136089	0.149211	0.236113	0.210223	0.201438	0.043662	0.074415	0.156329	0.169387	0.226238	0.241465	0.223501
E3S1	s11	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.138567	0.259183	0.183671	0.183126	0.167271	0.301006	0.289108	0.283427	0.037383	0.065782	0.105739	0.111032	0.180039	0.215436	0.153268
E3S1	s12	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.155164	0.295476	0.17012	0.178404	0.167159	0.29182	0.282522	0.293748	0.022007	0.04711	0.095231	0.083855	0.180143	0.209574	0.157579
E3S1	s13	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.097861	0.215037	0.153474	0.159991	0.166247	0.262874	0.263115	0.256869	0.030093	0.063483	0.133153	0.144464	0.203912	0.237619	0.198437
E3S1	s14	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.083647	0.128921	0.127427	0.131875	0.156336	0.218285	0.21862	0.199264	0.041744	0.06286	0.151331	0.163057	0.24155	0.242168	0.222355
E3S1	s15	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.120548	0.251613	0.165722	0.171003	0.162871	0.295429	0.271901	0.277776	0.02451	0.050826	0.114439	0.126744	0.190855	0.211851	0.1633
E3S1	s16	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.104901	0.160762	0.164267	0.142617	0.163021	0.246476	0.245516	0.23132	0.026266	0.072548	0.118189	0.127088	0.230726	0.230371	0.219403
E3S1	s17	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.100893	0.163978	0.144889	0.133077	0.144374	0.238241	0.232802	0.213766	0.03871	0.071722	0.146602	0.151885	0.224777	0.23696	0.199395
E3S1	s18	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.080221	0.12656	0.137639	0.136081	0.152785	0.226046	0.233336	0.212437	0.031479	0.064975	0.158847	0.172455	0.233149	0.256974	0.219551
E3S1	s19	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.136726	0.269409	0.188924	0.187142	0.18083	0.292004	0.288145	0.273584	0.029302	0.046035	0.118716	0.112162	0.199812	0.210014	0.157234
E3S1	s20	Pectobacterium	stat	5	Pec_stat_5_E3S1	0.170222	0.275832	0.171959	0.178955	0.181521	0.259104	0.245137	0.264815	0.025534	0.057624	0.114543	0.109611	0.198219	0.206851	0.160425
E3S3	s1	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.115451	0.182792	0.137008	0.138944	0.151736	0.249238	0.23298	0.220935	0.039181	0.058356	0.1392	0.170564	0.210986	0.23282	0.204761
E3S3	s2	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.089719	0.164207	0.133767	0.139942	0.14529	0.231538	0.234289	0.218035	0.036758	0.056191	0.137304	0.163096	0.209849	0.232447	0.201068
E3S3	s3	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.122401	0.215171	0.159842	0.159405	0.162967	0.265904	0.232382	0.236449	0.021897	0.065599	0.109483	0.138884	0.202398	0.22039	0.174215
E3S3	s4	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.084584	0.113911	0.140541	0.119718	0.153228	0.212795	0.199467	0.18771	0.043271	0.072084	0.162312	0.157104	0.249303	0.252862	0.247927
E3S3	s5	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.111669	0.133124	0.135002	0.121724	0.164549	0.207916	0.197589	0.168732	0.031741	0.072824	0.161472	0.149774	0.249683	0.235885	0.230419
E3S3	s6	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.124698	0.229895	0.149352	0.1477	0.149477	0.253971	0.239619	0.213918	0.027362	0.063147	0.116964	0.126513	0.198786	0.215412	0.178331
E3S3	s7	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.133789	0.294524	0.179363	0.188183	0.175477	0.327102	0.287491	0.29932	0.021807	0.042401	0.097759	0.103323	0.192723	0.199681	0.149361
E3S3	s8	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.0764	0.125546	0.122377	0.109666	0.152906	0.220484	0.205123	0.183958	0.036768	0.069194	0.152669	0.181136	0.24185	0.230229	0.232921
E3S3	s9	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.061244	0.091777	0.125241	0.119889	0.16398	0.20252	0.207217	0.186437	0.040735	0.084424	0.156691	0.162851	0.256714	0.254103	0.250787
E3S3	s10	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.070697	0.111675	0.124346	0.139641	0.151827	0.20428	0.197003	0.185986	0.042742	0.070047	0.120213	0.15346	0.259006	0.255706	0.233651
E3S3	s11	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.130814	0.27028	0.17789	0.191303	0.173639	0.303652	0.283556	0.295023	0.031232	0.051012	0.103503	0.112286	0.193665	0.209626	0.154324
E3S3	s12	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.137137	0.236682	0.184599	0.171005	0.168282	0.287775	0.27089	0.279548	0.024217	0.04622	0.091849	0.109215	0.203387	0.193379	0.154544
E3S3	s13	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.087467	0.118365	0.13015	0.117067	0.14166	0.215415	0.212951	0.195488	0.032983	0.081373	0.168577	0.177377	0.242413	0.247707	0.225483
E3S3	s14	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.084801	0.119589	0.121152	0.118083	0.145921	0.204645	0.218658	0.171404	0.029469	0.071482	0.171718	0.188042	0.245064	0.255369	0.226997
E3S3	s15	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.064524	0.108349	0.133188	0.122824	0.155126	0.206811	0.20964	0.19024	0.040479	0.084445	0.159528	0.16454	0.247447	0.26074	0.23208
E3S3	s16	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.117493	0.213105	0.170228	0.159728	0.179453	0.273745	0.248137	0.252987	0.025485	0.05968	0.110581	0.122208	0.21529	0.221428	0.187491
E3S3	s17	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.080359	0.143637	0.146602	0.130318	0.159262	0.224414	0.22554	0.199654	0.039643	0.07222	0.160189	0.161749	0.231964	0.24105	0.234249
E3S3	s18	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.146801	0.278865	0.179016	0.188968	0.176028	0.304647	0.289718	0.28685	0.023003	0.048279	0.107496	0.102837	0.189233	0.202503	0.154356
E3S3	s19	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.159771	0.252785	0.164554	0.180556	0.161844	0.27262	0.256105	0.280758	0.02204	0.054226	0.100035	0.104406	0.199977	0.204762	0.15195
E3S3	s20	Pectobacterium	stat	5	Pec_stat_5_E3S3	0.150846	0.250338	0.170236	0.176886	0.17141	0.281041	0.269781	0.27823	0.020393	0.055279	0.113904	0.114038	0.179175	0.199053	0.159509
E4S1	s1	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.13949	0.207906	0.174429	0.184551	0.195331	0.245959	0.245281	0.264465	0.014486	0.022058	0.054267	0.097183	0.263026	0.216566	0.207586
E4S1	s2	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.148491	0.218684	0.189937	0.195032	0.186162	0.261449	0.225057	0.282405	0.002163	0.02962	0.062966	0.088179	0.259772	0.197525	0.20906
E4S1	s3	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.122159	0.21687	0.172175	0.178336	0.174407	0.257932	0.246624	0.260707	0.019134	0.032268	0.064506	0.093169	0.26823	0.204617	0.218699
E4S1	s4	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.110885	0.207794	0.166226	0.161089	0.178951	0.259334	0.255969	0.295559	0.014953	0.021151	0.040832	0.132756	0.253288	0.182402	0.194544
E4S1	s5	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.082674	0.144301	0.149206	0.141594	0.149169	0.220599	0.207288	0.218992	0.025191	0.031945	0.084706	0.141319	0.273659	0.221158	0.237028
E4S1	s6	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.131082	0.238779	0.172987	0.18967	0.190631	0.280943	0.272691	0.294128	0.013491	0.021254	0.040472	0.094038	0.234279	0.188441	0.175836
E4S1	s7	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.0915	0.121054	0.153055	0.138277	0.169437	0.193587	0.192772	0.203099	0.024283	0.043869	0.08637	0.146133	0.304706	0.224229	0.253631
E4S1	s8	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.124142	0.1939	0.170204	0.162203	0.179739	0.223813	0.211571	0.234666	0.012478	0.045086	0.056886	0.089632	0.26729	0.205618	0.208031
E4S1	s9	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.106434	0.163539	0.15237	0.155898	0.171592	0.224383	0.214831	0.241162	0.016944	0.031877	0.059441	0.119279	0.274077	0.215166	0.190998
E4S1	s10	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.135181	0.251761	0.186747	0.203126	0.19597	0.276162	0.259268	0.288538	0.009725	0.017267	0.029865	0.086708	0.261121	0.216264	0.20573
E4S1	s11	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.114244	0.204936	0.167749	0.172915	0.182342	0.233892	0.228731	0.269055	0.021632	0.031399	0.053187	0.118894	0.275276	0.205712	0.20823
E4S1	s12	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.125886	0.212471	0.165594	0.180645	0.178671	0.251103	0.249277	0.26774	0.016722	0.035063	0.043055	0.094145	0.249426	0.206487	0.197732
E4S1	s13	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.154128	0.213164	0.174113	0.171953	0.175222	0.220756	0.202619	0.236471	0.044675	0.058267	0.077797	0.153659	0.266473	0.201024	0.184649
E4S1	s14	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.127946	0.1965	0.169874	0.157975	0.18072	0.226789	0.226915	0.263284	0.02844	0.045858	0.077282	0.10312	0.270267	0.188569	0.204849
E4S1	s15	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.107415	0.16527	0.155502	0.151244	0.161436	0.218924	0.22006	0.241348	0.023209	0.051388	0.085086	0.153411	0.26682	0.211978	0.213499
E4S1	s16	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.166242	0.267709	0.186164	0.194595	0.191496	0.280128	0.25023	0.290072	0.028117	0.035523	0.046889	0.071443	0.225744	0.187603	0.154756
E4S1	s17	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.1223	0.186129	0.16677	0.153192	0.167917	0.217785	0.203194	0.241148	0.036691	0.038246	0.082855	0.116769	0.249229	0.189575	0.195144
E4S1	s18	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.083585	0.127824	0.144207	0.15409	0.169212	0.206721	0.192031	0.223647	0.036782	0.043718	0.088819	0.13797	0.288399	0.220534	0.236958
E4S1	s19	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.132824	0.247331	0.182607	0.182491	0.184858	0.266971	0.241454	0.261872	0.027564	0.04687	0.045416	0.099808	0.257508	0.192828	0.186106
E4S1	s20	Pectobacterium	stat	50	Pec_stat_50_E4S1	0.13163	0.191576	0.153993	0.127273	0.151273	0.184924	0.199661	0.211378	0.046089	0.060965	0.081709	0.138522	0.267305	0.198035	0.219793
E4S2	s1	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.104163	0.137932	0.143264	0.136758	0.171762	0.18397	0.180616	0.24558	0.033533	0.052976	0.081534	0.1678	0.243631	0.192099	0.20249
E4S2	s2	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.090398	0.137258	0.153771	0.155522	0.183704	0.238108	0.210196	0.258396	0.004886	0.047081	0.064018	0.132846	0.28551	0.225874	0.227939
E4S2	s3	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.116701	0.172327	0.153216	0.184165	0.181592	0.234292	0.220138	0.239409	0.016464	0.036186	0.068835	0.114815	0.274295	0.222063	0.230597
E4S2	s4	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.15161	0.274739	0.185043	0.193722	0.194837	0.271932	0.282125	0.297276	0.017185	0.010614	0.026198	0.094029	0.257896	0.194958	0.185526
E4S2	s5	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.14348	0.238778	0.185625	0.196316	0.178125	0.265078	0.25812	0.294478	0.017962	0.023176	0.047251	0.084361	0.235741	0.184617	0.168057
E4S2	s6	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.093544	0.111549	0.143897	0.142974	0.162638	0.18581	0.202871	0.197306	0.027927	0.053069	0.094854	0.120172	0.291979	0.216814	0.247104
E4S2	s7	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.104449	0.185116	0.164698	0.172614	0.173121	0.244035	0.231942	0.272547	0.018643	0.045714	0.063661	0.099148	0.252322	0.208237	0.21272
E4S2	s8	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.125219	0.208936	0.189161	0.200058	0.178571	0.263422	0.248629	0.266962	0.01181	0.020726	0.03808	0.098594	0.265403	0.208931	0.224767
E4S2	s9	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.153363	0.242817	0.190039	0.195006	0.182791	0.268025	0.282893	0.305255	0.02253	0.036054	0.051848	0.069726	0.227888	0.185559	0.169379
E4S2	s10	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.141982	0.177059	0.155652	0.159059	0.168677	0.208923	0.217225	0.224342	0.033867	0.048074	0.090573	0.115578	0.268714	0.210455	0.209925
E4S2	s11	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.142745	0.188044	0.161153	0.15249	0.17347	0.231575	0.211917	0.24199	0.010299	0.041543	0.083275	0.121289	0.282932	0.216909	0.222361
E4S2	s12	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.106358	0.161799	0.146742	0.153332	0.171764	0.204424	0.213835	0.232753	0.015772	0.036046	0.08032	0.108707	0.267107	0.227329	0.222712
E4S2	s13	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.134203	0.214638	0.178145	0.173127	0.182693	0.261233	0.257785	0.272244	0.016675	0.040924	0.064124	0.109943	0.251194	0.209602	0.20126
E4S2	s14	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.140867	0.215043	0.177394	0.197727	0.161547	0.270262	0.237962	0.268945	0.019726	0.03657	0.056464	0.09601	0.248396	0.200494	0.203825
E4S2	s15	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.140247	0.233536	0.178123	0.180142	0.190527	0.260892	0.243857	0.288553	0.018915	0.024776	0.051229	0.106231	0.25527	0.199631	0.193119
E4S2	s16	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.089389	0.13261	0.157556	0.14312	0.172921	0.201449	0.183071	0.210312	0.029025	0.042112	0.088571	0.131169	0.316009	0.236356	0.258302
E4S2	s17	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.114628	0.155222	0.155385	0.147121	0.170574	0.198674	0.188653	0.219856	0.036116	0.051286	0.086038	0.113561	0.294348	0.226428	0.238178
E4S2	s18	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.147364	0.239687	0.17992	0.180545	0.174452	0.260637	0.258679	0.275967	0.01791	0.035234	0.069761	0.093484	0.23666	0.200452	0.171723
E4S2	s19	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.103641	0.193953	0.165139	0.167303	0.177392	0.227682	0.232492	0.25133	0.033251	0.03679	0.080339	0.118809	0.257648	0.209481	0.202744
E4S2	s20	Pectobacterium	stat	50	Pec_stat_50_E4S2	0.089152	0.142967	0.157087	0.157748	0.164633	0.212271	0.203466	0.210903	0.02396	0.038514	0.096662	0.141009	0.265604	0.200708	0.236029
E5S1	s1	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.070118	0.122956	0.12745	0.119757	0.14282	0.219861	0.207073	0.187386	0.031108	0.057647	0.135992	0.163278	0.225232	0.242039	0.226612
E5S1	s2	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.116916	0.177011	0.145813	0.141485	0.146089	0.240542	0.219675	0.223017	0.028707	0.071041	0.134165	0.136256	0.203326	0.225376	0.210568
E5S1	s3	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.131503	0.18092	0.149425	0.139673	0.158968	0.257981	0.240315	0.234551	0.025804	0.060923	0.1352	0.132955	0.202261	0.211787	0.18707
E5S1	s4	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.132167	0.205058	0.149975	0.156584	0.160831	0.261033	0.227052	0.231736	0.033204	0.045609	0.129986	0.131507	0.205541	0.217845	0.178555
E5S1	s5	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.169353	0.237148	0.15753	0.146057	0.169782	0.221858	0.214023	0.214323	0.027098	0.05369	0.125488	0.127874	0.212909	0.194092	0.216751
E5S1	s6	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.118149	0.173564	0.144926	0.140969	0.154176	0.236907	0.230854	0.205718	0.029284	0.060787	0.130676	0.134576	0.202832	0.215559	0.194769
E5S1	s7	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.100825	0.1611	0.132578	0.134442	0.14858	0.220322	0.209755	0.191017	0.043421	0.07467	0.139714	0.15107	0.22815	0.22154	0.208245
E5S1	s8	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.141204	0.250399	0.151347	0.148347	0.155941	0.250871	0.229097	0.250408	0.019286	0.04378	0.114114	0.122381	0.20642	0.210429	0.203025
E5S1	s9	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.102841	0.139961	0.142769	0.137309	0.157312	0.224885	0.208518	0.193299	0.032475	0.06518	0.157015	0.160894	0.228413	0.215125	0.216205
E5S1	s10	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.109426	0.163131	0.137272	0.125875	0.153031	0.219861	0.202741	0.192029	0.034981	0.073596	0.132503	0.146866	0.223965	0.224281	0.201126
E5S1	s11	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.113229	0.171719	0.156756	0.151457	0.158486	0.26139	0.230309	0.213555	0.019264	0.05413	0.116419	0.137769	0.243929	0.233626	0.21621
E5S1	s12	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.074542	0.104057	0.124063	0.112277	0.140134	0.204188	0.207827	0.189228	0.044886	0.072968	0.157727	0.174198	0.24054	0.241313	0.228421
E5S1	s13	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.15006	0.247117	0.176956	0.195826	0.161332	0.296154	0.269721	0.270688	0.025262	0.037276	0.09247	0.120999	0.192311	0.209219	0.163285
E5S1	s14	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.11475	0.181671	0.147771	0.134257	0.162062	0.253498	0.238192	0.22676	0.028073	0.060529	0.140559	0.141972	0.229575	0.219723	0.21592
E5S1	s15	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.107954	0.183759	0.145512	0.151522	0.156543	0.260167	0.245585	0.254359	0.035469	0.052794	0.118663	0.134992	0.203123	0.22607	0.18761
E5S1	s16	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.130173	0.216074	0.15743	0.153288	0.156706	0.263453	0.246238	0.240596	0.033176	0.052425	0.117281	0.13466	0.204038	0.229066	0.18105
E5S1	s17	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.116834	0.211479	0.156519	0.144803	0.155711	0.262288	0.24036	0.230109	0.024383	0.05177	0.080009	0.130252	0.20858	0.233873	0.19367
E5S1	s18	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.141485	0.194295	0.143213	0.123343	0.148072	0.217218	0.207653	0.18599	0.038002	0.084543	0.143121	0.152861	0.220668	0.209574	0.205559
E5S1	s19	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.113896	0.173341	0.134215	0.13987	0.155075	0.215212	0.215032	0.20425	0.037937	0.071908	0.13631	0.150384	0.206981	0.232138	0.199895
E5S1	s20	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S1	0.147521	0.184176	0.147908	0.147945	0.139513	0.19706	0.213876	0.198173	0.042987	0.071488	0.136651	0.149413	0.220571	0.204192	0.209768
E5S2	s1	Pectobacterium	stat	0.5	Pec_stat_0.5_E5S2	0.11253	0.177961	0.152491	0.140895	0.149363	0.248949	0.221479	0.225827	0.035313	0.064898	0.125944	0.133696	0.219176	0.229179	0.202169
